技能id,等级,需要材料,需要银币,需求等级,
231,19,34=46,120000,90,120000
231,20,34=50,128000,95,128000
232,1,31=1,0,0,0
232,2,31=2,500,6,500
232,3,31=3,1000,10,1000
232,4,31=4,2000,15,2000
232,5,31=5,4000,20,4000
232,6,32=6,8000,25,8000
232,7,32=8,10000,30,10000
232,8,32=10,12000,35,12000
232,9,32=12,14000,40,14000
232,10,32=14,16000,45,16000
232,11,33=17,32000,50,32000
232,12,33=20,36000,55,36000
232,13,33=23,40000,60,40000
232,14,33=26,44000,65,44000
232,15,33=30,48000,70,48000
232,16,34=34,96000,75,96000
232,17,34=38,104000,80,104000
232,18,34=42,112000,85,112000
232,19,34=46,120000,90,120000
232,20,34=50,128000,95,128000
233,1,31=1,0,0,0
233,2,31=2,500,6,500
233,3,31=3,1000,10,1000
233,4,31=4,2000,15,2000
233,5,31=5,4000,20,4000
233,6,32=6,8000,25,8000
233,7,32=8,10000,30,10000
233,8,32=10,12000,35,12000
233,9,32=12,14000,40,14000
233,10,32=14,16000,45,16000
233,11,33=17,32000,50,32000
233,12,33=20,36000,55,36000
233,13,33=23,40000,60,40000
233,14,33=26,44000,65,44000
233,15,33=30,48000,70,48000
233,16,34=34,96000,75,96000
233,17,34=38,104000,80,104000
233,18,34=42,112000,85,112000
233,19,34=46,120000,90,120000
233,20,34=50,128000,95,128000
234,1,31=1,0,0,0
234,2,31=2,500,6,500
234,3,31=3,1000,10,1000
234,4,31=4,2000,15,2000
234,5,31=5,4000,20,4000
234,6,32=6,8000,25,8000
234,7,32=8,10000,30,10000
234,8,32=10,12000,35,12000
234,9,32=12,14000,40,14000
234,10,32=14,16000,45,16000
234,11,33=17,32000,50,32000
234,12,33=20,36000,55,36000
234,13,33=23,40000,60,40000
234,14,33=26,44000,65,44000
234,15,33=30,48000,70,48000
234,16,34=34,96000,75,96000
234,17,34=38,104000,80,104000
234,18,34=42,112000,85,112000
234,19,34=46,120000,90,120000
234,20,34=50,128000,95,128000
235,1,31=1,0,0,0
235,2,31=2,500,6,500
235,3,31=3,1000,10,1000
235,4,31=4,2000,15,2000
235,5,31=5,4000,20,4000
235,6,32=6,8000,25,8000
235,7,32=8,10000,30,10000
235,8,32=10,12000,35,12000
235,9,32=12,14000,40,14000
235,10,32=14,16000,45,16000
235,11,33=17,32000,50,32000
235,12,33=20,36000,55,36000
235,13,33=23,40000,60,40000
235,14,33=26,44000,65,44000
235,15,33=30,48000,70,48000
235,16,34=34,96000,75,96000
235,17,34=38,104000,80,104000
235,18,34=42,112000,85,112000
235,19,34=46,120000,90,120000
235,20,34=50,128000,95,128000
236,1,31=1,0,0,0
236,2,31=2,500,6,500
236,3,31=3,1000,10,1000
236,4,31=4,2000,15,2000
236,5,31=5,4000,20,4000
236,6,32=6,8000,25,8000
236,7,32=8,10000,30,10000
236,8,32=10,12000,35,12000
236,9,32=12,14000,40,14000
236,10,32=14,16000,45,16000
236,11,33=17,32000,50,32000
236,12,33=20,36000,55,36000
236,13,33=23,40000,60,40000
236,14,33=26,44000,65,44000
236,15,33=30,48000,70,48000
236,16,34=34,96000,75,96000
236,17,34=38,104000,80,104000
236,18,34=42,112000,85,112000
236,19,34=46,120000,90,120000
236,20,34=50,128000,95,128000
237,1,31=1,0,0,0
237,2,31=2,500,6,500
237,3,31=3,1000,10,1000
237,4,31=4,2000,15,2000
237,5,31=5,4000,20,4000
237,6,32=6,8000,25,8000
237,7,32=8,10000,30,10000
237,8,32=10,12000,35,12000
237,9,32=12,14000,40,14000
237,10,32=14,16000,45,16000
237,11,33=17,32000,50,32000
237,12,33=20,36000,55,36000
237,13,33=23,40000,60,40000
237,14,33=26,44000,65,44000
237,15,33=30,48000,70,48000
237,16,34=34,96000,75,96000
237,17,34=38,104000,80,104000
237,18,34=42,112000,85,112000
237,19,34=46,120000,90,120000
237,20,34=50,128000,95,128000
238,1,31=1,0,0,0
238,2,31=2,500,6,500
238,3,31=3,1000,10,1000
238,4,31=4,2000,15,2000
238,5,31=5,4000,20,4000
238,6,32=6,8000,25,8000
238,7,32=8,10000,30,10000
238,8,32=10,12000,35,12000
238,9,32=12,14000,40,14000
238,10,32=14,16000,45,16000
238,11,33=17,32000,50,32000
238,12,33=20,36000,55,36000
238,13,33=23,40000,60,40000
238,14,33=26,44000,65,44000
238,15,33=30,48000,70,48000
238,16,34=34,96000,75,96000
238,17,34=38,104000,80,104000
238,18,34=42,112000,85,112000
238,19,34=46,120000,90,120000
238,20,34=50,128000,95,128000
239,1,31=1,0,0,0
239,2,31=2,500,6,500
239,3,31=3,1000,10,1000
239,4,31=4,2000,15,2000
239,5,31=5,4000,20,4000
239,6,32=6,8000,25,8000
239,7,32=8,10000,30,10000
239,8,32=10,12000,35,12000
239,9,32=12,14000,40,14000
239,10,32=14,16000,45,16000
239,11,33=17,32000,50,32000
239,12,33=20,36000,55,36000
239,13,33=23,40000,60,40000
239,14,33=26,44000,65,44000
239,15,33=30,48000,70,48000
239,16,34=34,96000,75,96000
239,17,34=38,104000,80,104000
239,18,34=42,112000,85,112000
239,19,34=46,120000,90,120000
239,20,34=50,128000,95,128000
240,1,31=1,0,0,0
240,2,31=2,500,6,500
240,3,31=3,1000,10,1000
240,4,31=4,2000,15,2000
240,5,31=5,4000,20,4000
240,6,32=6,8000,25,8000
240,7,32=8,10000,30,10000
240,8,32=10,12000,35,12000
240,9,32=12,14000,40,14000
240,10,32=14,16000,45,16000
240,11,33=17,32000,50,32000
240,12,33=20,36000,55,36000
240,13,33=23,40000,60,40000
240,14,33=26,44000,65,44000
240,15,33=30,48000,70,48000
240,16,34=34,96000,75,96000
240,17,34=38,104000,80,104000
240,18,34=42,112000,85,112000
240,19,34=46,120000,90,120000
240,20,34=50,128000,95,128000
241,1,31=1,0,0,0
241,2,31=2,500,6,500
241,3,31=3,1000,10,1000
241,4,31=4,2000,15,2000
241,5,31=5,4000,20,4000
241,6,32=6,8000,25,8000
241,7,32=8,10000,30,10000
241,8,32=10,12000,35,12000
241,9,32=12,14000,40,14000
241,10,32=14,16000,45,16000
241,11,33=17,32000,50,32000
241,12,33=20,36000,55,36000
241,13,33=23,40000,60,40000
241,14,33=26,44000,65,44000
241,15,33=30,48000,70,48000
241,16,34=34,96000,75,96000
241,17,34=38,104000,80,104000
241,18,34=42,112000,85,112000
241,19,34=46,120000,90,120000
241,20,34=50,128000,95,128000
242,1,31=1,0,0,0
242,2,31=2,500,6,500
242,3,31=3,1000,10,1000
242,4,31=4,2000,15,2000
242,5,31=5,4000,20,4000
242,6,32=6,8000,25,8000
242,7,32=8,10000,30,10000
242,8,32=10,12000,35,12000
242,9,32=12,14000,40,14000
242,10,32=14,16000,45,16000
242,11,33=17,32000,50,32000
242,12,33=20,36000,55,36000
242,13,33=23,40000,60,40000
242,14,33=26,44000,65,44000
242,15,33=30,48000,70,48000
242,16,34=34,96000,75,96000
242,17,34=38,104000,80,104000
242,18,34=42,112000,85,112000
242,19,34=46,120000,90,120000
242,20,34=50,128000,95,128000
243,1,31=1,0,0,0
243,2,31=2,500,6,500
243,3,31=3,1000,10,1000
243,4,31=4,2000,15,2000
243,5,31=5,4000,20,4000
243,6,32=6,8000,25,8000
243,7,32=8,10000,30,10000
243,8,32=10,12000,35,12000
243,9,32=12,14000,40,14000
243,10,32=14,16000,45,16000
243,11,33=17,32000,50,32000
243,12,33=20,36000,55,36000
243,13,33=23,40000,60,40000
243,14,33=26,44000,65,44000
243,15,33=30,48000,70,48000
243,16,34=34,96000,75,96000
243,17,34=38,104000,80,104000
243,18,34=42,112000,85,112000
243,19,34=46,120000,90,120000
243,20,34=50,128000,95,128000
244,1,31=1,0,0,0
244,2,31=2,500,6,500
244,3,31=3,1000,10,1000
244,4,31=4,2000,15,2000
244,5,31=5,4000,20,4000
244,6,32=6,8000,25,8000
244,7,32=8,10000,30,10000
244,8,32=10,12000,35,12000
244,9,32=12,14000,40,14000
244,10,32=14,16000,45,16000
244,11,33=17,32000,50,32000
244,12,33=20,36000,55,36000
244,13,33=23,40000,60,40000
244,14,33=26,44000,65,44000
244,15,33=30,48000,70,48000
244,16,34=34,96000,75,96000
244,17,34=38,104000,80,104000
244,18,34=42,112000,85,112000
244,19,34=46,120000,90,120000
244,20,34=50,128000,95,128000
245,1,31=1,0,0,0
245,2,31=2,500,6,500
245,3,31=3,1000,10,1000
245,4,31=4,2000,15,2000
245,5,31=5,4000,20,4000
245,6,32=6,8000,25,8000
245,7,32=8,10000,30,10000
245,8,32=10,12000,35,12000
245,9,32=12,14000,40,14000
245,10,32=14,16000,45,16000
245,11,33=17,32000,50,32000
245,12,33=20,36000,55,36000
245,13,33=23,40000,60,40000
245,14,33=26,44000,65,44000
245,15,33=30,48000,70,48000
245,16,34=34,96000,75,96000
245,17,34=38,104000,80,104000
245,18,34=42,112000,85,112000
245,19,34=46,120000,90,120000
245,20,34=50,128000,95,128000
246,1,31=1,0,0,0
246,2,31=2,500,6,500
246,3,31=3,1000,10,1000
246,4,31=4,2000,15,2000
246,5,31=5,4000,20,4000
246,6,32=6,8000,25,8000
246,7,32=8,10000,30,10000
246,8,32=10,12000,35,12000
246,9,32=12,14000,40,14000
246,10,32=14,16000,45,16000
246,11,33=17,32000,50,32000
246,12,33=20,36000,55,36000
246,13,33=23,40000,60,40000
246,14,33=26,44000,65,44000
246,15,33=30,48000,70,48000
246,16,34=34,96000,75,96000
246,17,34=38,104000,80,104000
246,18,34=42,112000,85,112000
246,19,34=46,120000,90,120000
246,20,34=50,128000,95,128000
247,1,31=1,0,0,0
247,2,31=2,500,6,500
247,3,31=3,1000,10,1000
247,4,31=4,2000,15,2000
247,5,31=5,4000,20,4000
247,6,32=6,8000,25,8000
247,7,32=8,10000,30,10000
247,8,32=10,12000,35,12000
247,9,32=12,14000,40,14000
247,10,32=14,16000,45,16000
247,11,33=17,32000,50,32000
247,12,33=20,36000,55,36000
247,13,33=23,40000,60,40000
247,14,33=26,44000,65,44000
247,15,33=30,48000,70,48000
247,16,34=34,96000,75,96000
247,17,34=38,104000,80,104000
247,18,34=42,112000,85,112000
247,19,34=46,120000,90,120000
247,20,34=50,128000,95,128000
248,1,31=1,0,0,0
248,2,31=2,500,6,500
248,3,31=3,1000,10,1000
248,4,31=4,2000,15,2000
248,5,31=5,4000,20,4000
248,6,32=6,8000,25,8000
248,7,32=8,10000,30,10000
248,8,32=10,12000,35,12000
248,9,32=12,14000,40,14000
248,10,32=14,16000,45,16000
248,11,33=17,32000,50,32000
248,12,33=20,36000,55,36000
248,13,33=23,40000,60,40000
248,14,33=26,44000,65,44000
248,15,33=30,48000,70,48000
248,16,34=34,96000,75,96000
248,17,34=38,104000,80,104000
248,18,34=42,112000,85,112000
248,19,34=46,120000,90,120000
248,20,34=50,128000,95,128000
249,1,31=1,0,0,0
249,2,31=2,500,6,500
249,3,31=3,1000,10,1000
249,4,31=4,2000,15,2000
249,5,31=5,4000,20,4000
249,6,32=6,8000,25,8000
249,7,32=8,10000,30,10000
249,8,32=10,12000,35,12000
249,9,32=12,14000,40,14000
249,10,32=14,16000,45,16000
249,11,33=17,32000,50,32000
249,12,33=20,36000,55,36000
249,13,33=23,40000,60,40000
249,14,33=26,44000,65,44000
249,15,33=30,48000,70,48000
249,16,34=34,96000,75,96000
249,17,34=38,104000,80,104000
249,18,34=42,112000,85,112000
249,19,34=46,120000,90,120000
249,20,34=50,128000,95,128000
250,1,31=1,0,0,0
250,2,31=2,500,6,500
250,3,31=3,1000,10,1000
250,4,31=4,2000,15,2000
250,5,31=5,4000,20,4000
250,6,32=6,8000,25,8000
250,7,32=8,10000,30,10000
250,8,32=10,12000,35,12000
250,9,32=12,14000,40,14000
250,10,32=14,16000,45,16000
250,11,33=17,32000,50,32000
250,12,33=20,36000,55,36000
250,13,33=23,40000,60,40000
250,14,33=26,44000,65,44000
250,15,33=30,48000,70,48000
250,16,34=34,96000,75,96000
250,17,34=38,104000,80,104000
250,18,34=42,112000,85,112000
250,19,34=46,120000,90,120000
250,20,34=50,128000,95,128000
251,1,31=1,0,0,0
251,2,31=2,500,6,500
251,3,31=3,1000,10,1000
251,4,31=4,2000,15,2000
251,5,31=5,4000,20,4000
251,6,32=6,8000,25,8000
251,7,32=8,10000,30,10000
251,8,32=10,12000,35,12000
251,9,32=12,14000,40,14000
251,10,32=14,16000,45,16000
251,11,33=17,32000,50,32000
251,12,33=20,36000,55,36000
251,13,33=23,40000,60,40000
251,14,33=26,44000,65,44000
251,15,33=30,48000,70,48000
251,16,34=34,96000,75,96000
251,17,34=38,104000,80,104000
251,18,34=42,112000,85,112000
251,19,34=46,120000,90,120000
251,20,34=50,128000,95,128000
252,1,31=1,0,0,0
252,2,31=2,500,6,500
252,3,31=3,1000,10,1000
252,4,31=4,2000,15,2000
252,5,31=5,4000,20,4000
252,6,32=6,8000,25,8000
252,7,32=8,10000,30,10000
252,8,32=10,12000,35,12000
252,9,32=12,14000,40,14000
252,10,32=14,16000,45,16000
252,11,33=17,32000,50,32000
252,12,33=20,36000,55,36000
252,13,33=23,40000,60,40000
252,14,33=26,44000,65,44000
252,15,33=30,48000,70,48000
252,16,34=34,96000,75,96000
252,17,34=38,104000,80,104000
252,18,34=42,112000,85,112000
252,19,34=46,120000,90,120000
252,20,34=50,128000,95,128000
253,1,31=1,0,0,0
253,2,31=2,500,6,500
253,3,31=3,1000,10,1000
253,4,31=4,2000,15,2000
253,5,31=5,4000,20,4000
253,6,32=6,8000,25,8000
253,7,32=8,10000,30,10000
253,8,32=10,12000,35,12000
253,9,32=12,14000,40,14000
253,10,32=14,16000,45,16000
253,11,33=17,32000,50,32000
253,12,33=20,36000,55,36000
253,13,33=23,40000,60,40000
253,14,33=26,44000,65,44000
253,15,33=30,48000,70,48000
253,16,34=34,96000,75,96000
253,17,34=38,104000,80,104000
253,18,34=42,112000,85,112000
253,19,34=46,120000,90,120000
253,20,34=50,128000,95,128000
254,1,31=1,0,0,0
254,2,31=2,500,6,500
254,3,31=3,1000,10,1000
254,4,31=4,2000,15,2000
254,5,31=5,4000,20,4000
254,6,32=6,8000,25,8000
254,7,32=8,10000,30,10000
254,8,32=10,12000,35,12000
254,9,32=12,14000,40,14000
254,10,32=14,16000,45,16000
254,11,33=17,32000,50,32000
254,12,33=20,36000,55,36000
254,13,33=23,40000,60,40000
254,14,33=26,44000,65,44000
254,15,33=30,48000,70,48000
254,16,34=34,96000,75,96000
254,17,34=38,104000,80,104000
254,18,34=42,112000,85,112000
254,19,34=46,120000,90,120000
254,20,34=50,128000,95,128000
255,1,31=1,0,0,0
255,2,31=2,500,6,500
255,3,31=3,1000,10,1000
255,4,31=4,2000,15,2000
255,5,31=5,4000,20,4000
255,6,32=6,8000,25,8000
255,7,32=8,10000,30,10000
255,8,32=10,12000,35,12000
255,9,32=12,14000,40,14000
255,10,32=14,16000,45,16000
255,11,33=17,32000,50,32000
255,12,33=20,36000,55,36000
255,13,33=23,40000,60,40000
255,14,33=26,44000,65,44000
255,15,33=30,48000,70,48000
255,16,34=34,96000,75,96000
255,17,34=38,104000,80,104000
255,18,34=42,112000,85,112000
255,19,34=46,120000,90,120000
255,20,34=50,128000,95,128000
256,1,31=1,0,0,0
256,2,31=2,500,6,500
256,3,31=3,1000,10,1000
256,4,31=4,2000,15,2000
256,5,31=5,4000,20,4000
256,6,32=6,8000,25,8000
256,7,32=8,10000,30,10000
256,8,32=10,12000,35,12000
256,9,32=12,14000,40,14000
256,10,32=14,16000,45,16000
256,11,33=17,32000,50,32000
256,12,33=20,36000,55,36000
256,13,33=23,40000,60,40000
256,14,33=26,44000,65,44000
256,15,33=30,48000,70,48000
256,16,34=34,96000,75,96000
256,17,34=38,104000,80,104000
256,18,34=42,112000,85,112000
256,19,34=46,120000,90,120000
256,20,34=50,128000,95,128000
257,1,31=1,0,0,0
257,2,31=2,500,6,500
257,3,31=3,1000,10,1000
257,4,31=4,2000,15,2000
257,5,31=5,4000,20,4000
257,6,32=6,8000,25,8000
257,7,32=8,10000,30,10000
257,8,32=10,12000,35,12000
257,9,32=12,14000,40,14000
257,10,32=14,16000,45,16000
257,11,33=17,32000,50,32000
257,12,33=20,36000,55,36000
257,13,33=23,40000,60,40000
257,14,33=26,44000,65,44000
257,15,33=30,48000,70,48000
257,16,34=34,96000,75,96000
257,17,34=38,104000,80,104000
257,18,34=42,112000,85,112000
257,19,34=46,120000,90,120000
257,20,34=50,128000,95,128000
258,1,31=1,0,0,0
258,2,31=2,500,6,500
258,3,31=3,1000,10,1000
258,4,31=4,2000,15,2000
258,5,31=5,4000,20,4000
258,6,32=6,8000,25,8000
258,7,32=8,10000,30,10000
258,8,32=10,12000,35,12000
258,9,32=12,14000,40,14000
258,10,32=14,16000,45,16000
258,11,33=17,32000,50,32000
258,12,33=20,36000,55,36000
258,13,33=23,40000,60,40000
258,14,33=26,44000,65,44000
258,15,33=30,48000,70,48000
258,16,34=34,96000,75,96000
258,17,34=38,104000,80,104000
258,18,34=42,112000,85,112000
258,19,34=46,120000,90,120000
258,20,34=50,128000,95,128000
259,1,31=1,0,0,0
259,2,31=2,500,6,500
259,3,31=3,1000,10,1000
259,4,31=4,2000,15,2000
259,5,31=5,4000,20,4000
259,6,32=6,8000,25,8000
259,7,32=8,10000,30,10000
259,8,32=10,12000,35,12000
259,9,32=12,14000,40,14000
259,10,32=14,16000,45,16000
259,11,33=17,32000,50,32000
259,12,33=20,36000,55,36000
259,13,33=23,40000,60,40000
259,14,33=26,44000,65,44000
259,15,33=30,48000,70,48000
259,16,34=34,96000,75,96000
259,17,34=38,104000,80,104000
259,18,34=42,112000,85,112000
259,19,34=46,120000,90,120000
259,20,34=50,128000,95,128000
260,1,31=1,0,0,0
260,2,31=2,500,6,500
260,3,31=3,1000,10,1000
260,4,31=4,2000,15,2000
260,5,31=5,4000,20,4000
260,6,32=6,8000,25,8000
260,7,32=8,10000,30,10000
260,8,32=10,12000,35,12000
260,9,32=12,14000,40,14000
260,10,32=14,16000,45,16000
260,11,33=17,32000,50,32000
260,12,33=20,36000,55,36000
260,13,33=23,40000,60,40000
260,14,33=26,44000,65,44000
260,15,33=30,48000,70,48000
260,16,34=34,96000,75,96000
260,17,34=38,104000,80,104000
260,18,34=42,112000,85,112000
260,19,34=46,120000,90,120000
260,20,34=50,128000,95,128000
261,1,31=1,0,0,0
261,2,31=2,500,6,500
261,3,31=3,1000,10,1000
261,4,31=4,2000,15,2000
261,5,31=5,4000,20,4000
261,6,32=6,8000,25,8000
261,7,32=8,10000,30,10000
261,8,32=10,12000,35,12000
261,9,32=12,14000,40,14000
261,10,32=14,16000,45,16000
261,11,33=17,32000,50,32000
261,12,33=20,36000,55,36000
261,13,33=23,40000,60,40000
261,14,33=26,44000,65,44000
261,15,33=30,48000,70,48000
261,16,34=34,96000,75,96000
261,17,34=38,104000,80,104000
261,18,34=42,112000,85,112000
261,19,34=46,120000,90,120000
261,20,34=50,128000,95,128000
262,1,31=1,0,0,0
262,2,31=2,500,6,500
262,3,31=3,1000,10,1000
262,4,31=4,2000,15,2000
262,5,31=5,4000,20,4000
262,6,32=6,8000,25,8000
262,7,32=8,10000,30,10000
262,8,32=10,12000,35,12000
262,9,32=12,14000,40,14000
262,10,32=14,16000,45,16000
262,11,33=17,32000,50,32000
262,12,33=20,36000,55,36000
262,13,33=23,40000,60,40000
262,14,33=26,44000,65,44000
262,15,33=30,48000,70,48000
262,16,34=34,96000,75,96000
262,17,34=38,104000,80,104000
262,18,34=42,112000,85,112000
262,19,34=46,120000,90,120000
262,20,34=50,128000,95,128000
263,1,31=1,0,0,0
263,2,31=2,500,6,500
263,3,31=3,1000,10,1000
263,4,31=4,2000,15,2000
263,5,31=5,4000,20,4000
263,6,32=6,8000,25,8000
263,7,32=8,10000,30,10000
263,8,32=10,12000,35,12000
263,9,32=12,14000,40,14000
263,10,32=14,16000,45,16000
263,11,33=17,32000,50,32000
263,12,33=20,36000,55,36000
263,13,33=23,40000,60,40000
263,14,33=26,44000,65,44000
263,15,33=30,48000,70,48000
263,16,34=34,96000,75,96000
263,17,34=38,104000,80,104000
263,18,34=42,112000,85,112000
263,19,34=46,120000,90,120000
263,20,34=50,128000,95,128000
264,1,31=1,0,0,0
264,2,31=2,500,6,500
264,3,31=3,1000,10,1000
264,4,31=4,2000,15,2000
264,5,31=5,4000,20,4000
264,6,32=6,8000,25,8000
264,7,32=8,10000,30,10000
264,8,32=10,12000,35,12000
264,9,32=12,14000,40,14000
264,10,32=14,16000,45,16000
264,11,33=17,32000,50,32000
264,12,33=20,36000,55,36000
264,13,33=23,40000,60,40000
264,14,33=26,44000,65,44000
264,15,33=30,48000,70,48000
264,16,34=34,96000,75,96000
264,17,34=38,104000,80,104000
264,18,34=42,112000,85,112000
264,19,34=46,120000,90,120000
264,20,34=50,128000,95,128000
265,1,31=1,0,0,0
265,2,31=2,500,6,500
265,3,31=3,1000,10,1000
265,4,31=4,2000,15,2000
265,5,31=5,4000,20,4000
265,6,32=6,8000,25,8000
265,7,32=8,10000,30,10000
265,8,32=10,12000,35,12000
265,9,32=12,14000,40,14000
265,10,32=14,16000,45,16000
265,11,33=17,32000,50,32000
265,12,33=20,36000,55,36000
265,13,33=23,40000,60,40000
265,14,33=26,44000,65,44000
265,15,33=30,48000,70,48000
265,16,34=34,96000,75,96000
265,17,34=38,104000,80,104000
265,18,34=42,112000,85,112000
265,19,34=46,120000,90,120000
265,20,34=50,128000,95,128000
266,1,31=1,0,0,0
266,2,31=2,500,6,500
266,3,31=3,1000,10,1000
266,4,31=4,2000,15,2000
266,5,31=5,4000,20,4000
266,6,32=6,8000,25,8000
266,7,32=8,10000,30,10000
266,8,32=10,12000,35,12000
266,9,32=12,14000,40,14000
266,10,32=14,16000,45,16000
266,11,33=17,32000,50,32000
266,12,33=20,36000,55,36000
266,13,33=23,40000,60,40000
266,14,33=26,44000,65,44000
266,15,33=30,48000,70,48000
266,16,34=34,96000,75,96000
266,17,34=38,104000,80,104000
266,18,34=42,112000,85,112000
266,19,34=46,120000,90,120000
266,20,34=50,128000,95,128000
267,1,31=1,0,0,0
267,2,31=2,500,6,500
267,3,31=3,1000,10,1000
267,4,31=4,2000,15,2000
267,5,31=5,4000,20,4000
267,6,32=6,8000,25,8000
267,7,32=8,10000,30,10000
267,8,32=10,12000,35,12000
267,9,32=12,14000,40,14000
267,10,32=14,16000,45,16000
267,11,33=17,32000,50,32000
267,12,33=20,36000,55,36000
267,13,33=23,40000,60,40000
267,14,33=26,44000,65,44000
267,15,33=30,48000,70,48000
267,16,34=34,96000,75,96000
267,17,34=38,104000,80,104000
267,18,34=42,112000,85,112000
267,19,34=46,120000,90,120000
267,20,34=50,128000,95,128000
268,1,31=1,0,0,0
268,2,31=2,500,6,500
268,3,31=3,1000,10,1000
268,4,31=4,2000,15,2000
268,5,31=5,4000,20,4000
268,6,32=6,8000,25,8000
268,7,32=8,10000,30,10000
268,8,32=10,12000,35,12000
268,9,32=12,14000,40,14000
268,10,32=14,16000,45,16000
268,11,33=17,32000,50,32000
268,12,33=20,36000,55,36000
268,13,33=23,40000,60,40000
268,14,33=26,44000,65,44000
268,15,33=30,48000,70,48000
268,16,34=34,96000,75,96000
268,17,34=38,104000,80,104000
268,18,34=42,112000,85,112000
268,19,34=46,120000,90,120000
268,20,34=50,128000,95,128000
269,1,31=1,0,0,0
269,2,31=2,500,6,500
269,3,31=3,1000,10,1000
269,4,31=4,2000,15,2000
269,5,31=5,4000,20,4000
269,6,32=6,8000,25,8000
269,7,32=8,10000,30,10000
269,8,32=10,12000,35,12000
269,9,32=12,14000,40,14000
269,10,32=14,16000,45,16000
269,11,33=17,32000,50,32000
269,12,33=20,36000,55,36000
269,13,33=23,40000,60,40000
269,14,33=26,44000,65,44000
269,15,33=30,48000,70,48000
269,16,34=34,96000,75,96000
269,17,34=38,104000,80,104000
269,18,34=42,112000,85,112000
269,19,34=46,120000,90,120000
269,20,34=50,128000,95,128000
270,1,31=1,0,0,0
270,2,31=2,500,6,500
270,3,31=3,1000,10,1000
270,4,31=4,2000,15,2000
270,5,31=5,4000,20,4000
270,6,32=6,8000,25,8000
270,7,32=8,10000,30,10000
270,8,32=10,12000,35,12000
270,9,32=12,14000,40,14000
270,10,32=14,16000,45,16000
270,11,33=17,32000,50,32000
270,12,33=20,36000,55,36000
270,13,33=23,40000,60,40000
270,14,33=26,44000,65,44000
270,15,33=30,48000,70,48000
270,16,34=34,96000,75,96000
270,17,34=38,104000,80,104000
270,18,34=42,112000,85,112000
270,19,34=46,120000,90,120000
270,20,34=50,128000,95,128000
271,1,31=1,0,0,0
271,2,31=2,500,6,500
271,3,31=3,1000,10,1000
271,4,31=4,2000,15,2000
271,5,31=5,4000,20,4000
271,6,32=6,8000,25,8000
271,7,32=8,10000,30,10000
271,8,32=10,12000,35,12000
271,9,32=12,14000,40,14000
271,10,32=14,16000,45,16000
271,11,33=17,32000,50,32000
271,12,33=20,36000,55,36000
271,13,33=23,40000,60,40000
271,14,33=26,44000,65,44000
271,15,33=30,48000,70,48000
271,16,34=34,96000,75,96000
271,17,34=38,104000,80,104000
271,18,34=42,112000,85,112000
271,19,34=46,120000,90,120000
271,20,34=50,128000,95,128000
272,1,31=1,0,0,0
272,2,31=2,500,6,500
272,3,31=3,1000,10,1000
272,4,31=4,2000,15,2000
272,5,31=5,4000,20,4000
272,6,32=6,8000,25,8000
272,7,32=8,10000,30,10000
272,8,32=10,12000,35,12000
272,9,32=12,14000,40,14000
272,10,32=14,16000,45,16000
272,11,33=17,32000,50,32000
272,12,33=20,36000,55,36000
272,13,33=23,40000,60,40000
272,14,33=26,44000,65,44000
272,15,33=30,48000,70,48000
272,16,34=34,96000,75,96000
272,17,34=38,104000,80,104000
272,18,34=42,112000,85,112000
272,19,34=46,120000,90,120000
272,20,34=50,128000,95,128000
273,1,31=1,0,0,0
273,2,31=2,500,6,500
273,3,31=3,1000,10,1000
273,4,31=4,2000,15,2000
273,5,31=5,4000,20,4000
273,6,32=6,8000,25,8000
273,7,32=8,10000,30,10000
273,8,32=10,12000,35,12000
273,9,32=12,14000,40,14000
273,10,32=14,16000,45,16000
273,11,33=17,32000,50,32000
273,12,33=20,36000,55,36000
273,13,33=23,40000,60,40000
273,14,33=26,44000,65,44000
273,15,33=30,48000,70,48000
273,16,34=34,96000,75,96000
273,17,34=38,104000,80,104000
273,18,34=42,112000,85,112000
273,19,34=46,120000,90,120000
273,20,34=50,128000,95,128000
274,1,31=1,0,0,0
274,2,31=2,500,6,500
274,3,31=3,1000,10,1000
274,4,31=4,2000,15,2000
274,5,31=5,4000,20,4000
274,6,32=6,8000,25,8000
274,7,32=8,10000,30,10000
274,8,32=10,12000,35,12000
274,9,32=12,14000,40,14000
274,10,32=14,16000,45,16000
274,11,33=17,32000,50,32000
274,12,33=20,36000,55,36000
274,13,33=23,40000,60,40000
274,14,33=26,44000,65,44000
274,15,33=30,48000,70,48000
274,16,34=34,96000,75,96000
274,17,34=38,104000,80,104000
274,18,34=42,112000,85,112000
274,19,34=46,120000,90,120000
274,20,34=50,128000,95,128000
