道具ID,道具名称,道具说明,星级,道具类型,礼包掉落ID,随机道具,金币,元宝,卡牌,装备,装备碎片,经验,战功,声望,将魂,体力,好感度,使用类型,开放等级,道具icon,道具资源,可堆叠,堆叠上限,权值,内含道具,元宝价格,银币价格,产地,产出描述1,产出副本1,产出关卡1,产出描述2,产出副本2,产出关卡2,产出描述3,产出副本3,产出关卡3,产出描述4,产出副本4,产出关卡4,产出描述5,产出副本5,产出关卡5,产出描述6,产出副本6,产出关卡6
4009,火云刀碎片,一把失传多年的宝刀，但是依然削铁如泥,3,25,,,,,,,9,,,,,,,,,resource/icon/equip/9.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4010,古锭刀碎片,这把刀拿着它就能感到刀把上的杀气,3,25,,,,,,,10,,,,,,,,,resource/icon/equip/10.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4011,固陵刀碎片,江南巧匠制造的宝刀，其貌不扬，但是威力强大,3,25,,,,,,,11,,,,,,,,,resource/icon/equip/11.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4012,三尖两刃刀碎片,前端有三叉刀形，刀身两面有刃，即可当刀，亦可当铲,3,25,,,,,,,12,,,,,,,,,resource/icon/equip/12.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4013,七星剑碎片,此剑乃上古神兵，依星辰之理而铸，隐现杀气,3,25,,,,,,,13,,,,,,,,,resource/icon/equip/13.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4014,八卦剑碎片,这口宝剑铸造时倚八卦而生两仪，深合循环无端之理,3,25,,,,,,,14,,,,,,,,,resource/icon/equip/14.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4015,豪风蓝凤杖碎片,据说是取自灵兽凤凰羽毛而制，拿在手里都感觉摄人心魂,3,25,,,,,,,15,,,,,,,,,resource/icon/equip/15.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4016,牡丹玉琵琶碎片,上好木制琵琶，边角饰以牡丹图案和美玉，雍容华贵,3,25,,,,,,,16,,,,,,,,,resource/icon/equip/16.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4017,贯石斧碎片,这把斧头形状巨大，力能破石，故得其名,3,25,,,,,,,17,,,,,,,,,resource/icon/equip/17.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4018,宝雕弓碎片,这把长弓周边精雕细琢，却又不影响手感，甚是难得,3,25,,,,,,,18,,,,,,,,,resource/icon/equip/18.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4019,青龙偃月刀碎片,刀长八尺，重八十二斤，刀身宛如一条出水青龙直冲云霄,4,25,,,,,,,19,,,,,,,,,resource/icon/equip/19.png,,,,,,,250,7 9 ,,315,31505,,,,,,,,,,,,,,,
4020,丈八蛇矛碎片,这把长矛入一条蟒蛇一般，形状怪异，甚是难防,4,25,,,,,,,20,,,,,,,,,resource/icon/equip/20.png,,,,,,,250,7 9,,312,31205,,,,,,,,,,,,,,,
4021,青釭剑碎片,当世两大名剑之一，倚天立威，青釭杀人，在长坂为赵云所得,4,25,,,,,,,21,,,,,,,,,resource/icon/equip/21.png,,,,,,,250,7 9 ,,313,31305,,,,,,,,,,,,,,,
4022,方天画戟碎片,这把画戟寒光闪闪，杀气腾腾，非一般常人所能驾驭,4,25,,,,,,,22,,,,,,,,,resource/icon/equip/22.png,,,,,,,250,7 9 ,,320,32005,,,,,,,,,,,,,,,
4023,龙胆亮银枪碎片,枪头刻有龙头，周身点点银光，舞动起来轻盈顺手,4,25,,,,,,,23,,,,,,,,,resource/icon/equip/23.png,,,,,,,250,7 9 ,,311,31105,,,,,,,,,,,,,,,
4024,虎头湛金枪碎片,这杆枪镶金带银，枪头则坠饰有一个狰狞虎头，非寻常物,4,25,,,,,,,24,,,,,,,,,resource/icon/equip/24.png,,,,,,,250,7 9 ,,319,31905,,,,,,,,,,,,,,,
4025,龙凤双股剑碎片,这把双剑左剑为龙，右剑为凤，碰撞之声可裂天地,4,25,,,,,,,25,,,,,,,,,resource/icon/equip/25.png,,,,,,,250,7 9 ,,307,30705,,,,,,,,,,,,,,,
4026,朱雀羽扇碎片,这把华贵的扇子是由朱雀羽毛制作而成，挥舞起来似乎能冒出火花,4,25,,,,,,,26,,,,,,,,,resource/icon/equip/26.png,,,,,,,250,7 9 ,,318,31805,,,,,,,,,,,,,,,
4027,养由基弓碎片,看起来其貌不扬，但是声势惊人，射出去的箭似能贯穿一切,4,25,,,,,,,27,,,,,,,,,resource/icon/equip/27.png,,,,,,,250,7 9 ,,310,31005,,,,,,,,,,,,,,,
4028,倚天剑碎片,天下第一名剑，气场极强，剑刃吹毛可断，胆小者见之即败,4,25,,,,,,,28,,,,,,,,,resource/icon/equip/28.png,,,,,,,250,7 9 ,,306,30605,,,,,,,,,,,,,,,
4029,百鸟朝凰枪碎片,此枪其上工刻铭有灵鸟百只，枪头精雕凤凰一尊，极其华丽,4,25,,,,,,,29,,,,,,,,,resource/icon/equip/29.png,,,,,,,250,7 9 ,,305,30505,,,,,,,,,,,,,,,
4030,天师符碎片,蕴含着上古灵力的强大符咒，意志薄弱者拿在手里都会浑身颤抖,4,25,,,,,,,30,,,,,,,,,resource/icon/equip/30.png,,,,,,,250,7 9 ,,309,30905,,,,,,,,,,,,,,,
4031,麒麟弓碎片,用圣兽麒麟角制作的长弓，拉动起来仿佛有异兽怒吼一般,4,25,,,,,,,31,,,,,,,,,resource/icon/equip/31.png,,,,,,,250,7 9 ,,316,31605,,,,,,,,,,,,,,,
4032,亢龙锏碎片,此锏又称丧命锏，挥动起来犹如狂龙飞天，一旦出手必有血光之灾,4,25,,,,,,,32,,,,,,,,,resource/icon/equip/32.png,,,,,,,250,7 9 ,,314,31405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,轩宇甲碎片,这件铠甲随处可见，款式一般，适合大众穿戴,2,25,,,,,,,51,,,,,,,,,resource/icon/equip/51.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4052,锦绣袍碎片,这件布衣上面有些许的花样，看出来是用了一点心思的,2,25,,,,,,,52,,,,,,,,,resource/icon/equip/52.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4053,藤甲碎片,一件粗制的藤甲，一看就是赶工做成的,2,25,,,,,,,53,,,,,,,,,resource/icon/equip/53.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4054,百兽甲碎片,取百兽皮甲做成的衣服，能很好的保护身体,3,25,,,,,,,54,,,,,,,,,resource/icon/equip/54.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4055,雁翎甲碎片,大雁翎毛做成的铠甲，柔软舒服，却又能很好的保护周身,3,25,,,,,,,55,,,,,,,,,resource/icon/equip/55.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4056,亮银铠碎片,一件银光闪闪的铁甲，能有效的闪瞎敌人的眼睛,3,25,,,,,,,56,,,,,,,,,resource/icon/equip/56.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4057,磐石铠碎片,一件厚重的铠甲，穿起来都需要足够的力量,3,25,,,,,,,57,,,,,,,,,resource/icon/equip/57.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4058,霓虹羽衣碎片,闪耀着奇异光芒的羽衣，华美不可方物，乃不可多得的宝物,3,25,,,,,,,58,,,,,,,,,resource/icon/equip/58.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4060,太平道袍碎片,太平道祖师留下的法袍，据说蕴含有强大的灵气,3,25,,,,,,,60,,,,,,,,,resource/icon/equip/60.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4061,连环甲碎片,这件铠甲一环套一环，牢不可破，故名连环甲，,3,25,,,,,,,61,,,,,,,,,resource/icon/equip/61.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4062,红龙鳞甲碎片,这件铠甲周身冒着赤红，乃是取的远古红龙鳞甲而作，刀枪不入，极其珍贵,4,25,,,,,,,62,,,,,,,,,resource/icon/equip/62.png,,,,,,,250,7 9 ,,311,31105,,,,,,,,,,,,,,,
4063,浑天宝甲碎片,这件宝衣经过七七四十九天熔炼而成，浑然一体，毫无破绽,4,25,,,,,,,63,,,,,,,,,resource/icon/equip/63.png,,,,,,,250,7 9 ,,308,30805,,,,,,,,,,,,,,,
4064,烈火金尘碎片,俗话说，真金不怕火炼，这件衣服的存在就印证了这一点,4,25,,,,,,,64,,,,,,,,,resource/icon/equip/64.png,,,,,,,250,7 9 ,,315,31505,,,,,,,,,,,,,,,
4065,镏金五彩衣碎片,这件铁甲外端饰有镀金，铠甲上又画有五彩花纹，高大上即视感,4,25,,,,,,,65,,,,,,,,,resource/icon/equip/65.png,,,,,,,250,7 9 ,,317,31705,,,,,,,,,,,,,,,
4066,狂龙火胄碎片,这件甲胄据说是取自一头凶恶的火龙，外观看起来就充满戾气，杀气腾腾,4,25,,,,,,,66,,,,,,,,,resource/icon/equip/66.png,,,,,,,250,7 9 ,,305,30505,,,,,,,,,,,,,,,
4067,黄金锁子甲碎片,这件锁甲全部用质地纯正的真金打造，就算将来和平了，也一定可以卖个好价钱,4,25,,,,,,,67,,,,,,,,,resource/icon/equip/67.png,,,,,,,250,7 9 ,,318,31805,,,,,,,,,,,,,,,
4068,八宝连环甲碎片,这件铠甲上面依八卦之象嵌有宝玉，环环相扣，能极大的抵挡伤害,4,25,,,,,,,68,,,,,,,,,resource/icon/equip/68.png,,,,,,,250,7 9 ,,312,31205,,,,,,,,,,,,,,,
4069,亮银狮子铠碎片,由亮银甲升级而来，外层批有一件狮皮，显得极其威武雄壮,4,25,,,,,,,69,,,,,,,,,resource/icon/equip/69.png,,,,,,,250,7 9 ,,316,31605,,,,,,,,,,,,,,,
4070,五龙盘珠铠碎片,这件珠光宝气的战甲上面还坠饰有5条飞龙刺青，看上去更像是艺术品,4,25,,,,,,,70,,,,,,,,,resource/icon/equip/70.png,,,,,,,250,7 9 ,,306,30605,,,,,,,,,,,,,,,
4071,双龙珍珠甲碎片,左右各有一条飞龙，正中掩心甲处饰有一颗明珠，看上去熠熠生辉,4,25,,,,,,,71,,,,,,,,,resource/icon/equip/71.png,,,,,,,250,7 9 ,,320,32005,,,,,,,,,,,,,,,
4072,北地苍狼甲碎片,来自极寒的匈奴，取自上好的狼皮精制而成，御寒效果极佳,4,25,,,,,,,72,,,,,,,,,resource/icon/equip/72.png,,,,,,,250,7 9 ,,307,30705,,,,,,,,,,,,,,,
4073,鹤氅碎片,这件鹤氅外表看起来普普通通，内在却极其舒适合身,4,25,,,,,,,73,,,,,,,,,resource/icon/equip/73.png,,,,,,,250,7 9 ,,313,31305,,,,,,,,,,,,,,,
4074,仁王盾碎片,这件与其说是衣服，不如说是盾牌，轻盈却防护力十足,4,25,,,,,,,74,,,,,,,,,resource/icon/equip/74.png,,,,,,,250,7 9 ,,314,31405,,,,,,,,,,,,,,,
4075,紫金百花袍碎片,这件衣袍上面绣有名花百朵，周身镶有金边，奢华无比,4,25,,,,,,,75,,,,,,,,,resource/icon/equip/75.png,,,,,,,250,7 9 ,,319,31905,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,香麝头巾碎片,散发出淡淡香味的头巾，女子常用,2,25,,,,,,,101,,,,,,,,,resource/icon/equip/101.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4102,旋光铁盔碎片,这件头盔用生铁打造，反光效果极强,2,25,,,,,,,102,,,,,,,,,resource/icon/equip/102.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4103,镔铁冠碎片,用山中黑铁练成，已经是个烂大街的头盔了,2,25,,,,,,,103,,,,,,,,,resource/icon/equip/103.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4104,牛魔面甲碎片,面容好似魔神面孔一般，戴上以后却十分合适,3,25,,,,,,,104,,,,,,,,,resource/icon/equip/104.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4105,雁回金盔碎片,取自大雁回转，盔顶弯曲，十分取巧,3,25,,,,,,,105,,,,,,,,,resource/icon/equip/105.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4106,飞骑翔盔碎片,骑兵常用的帽子，符合人体工学设计,3,25,,,,,,,106,,,,,,,,,resource/icon/equip/106.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4107,琉璃紫冠碎片,这件盔甲出自江南大家手中，自带有一股威严的名门正气,3,25,,,,,,,107,,,,,,,,,resource/icon/equip/107.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4109,宝马灵盔碎片,这件轻盈的头盔造型华美，佩戴起来有如无物，乃不可多得的宝物,3,25,,,,,,,109,,,,,,,,,resource/icon/equip/109.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4110,束发紫金冠碎片,能将头发束起，让整个人都的感觉都变得飞一样,4,25,,,,,,,110,,,,,,,,,resource/icon/equip/110.png,,,,,,,250,7 9 ,,317,31705,,,,,,,,,,,,,,,
4111,狂战面甲碎片,这是一个阴森可怖的面具，放佛多看两眼就会让人发狂,4,25,,,,,,,111,,,,,,,,,resource/icon/equip/111.png,,,,,,,250,7 9 ,,316,31605,,,,,,,,,,,,,,,
4112,金龙云盔碎片,这个头盔浑然天成，好似一个龙头一般，气势如虹,4,25,,,,,,,112,,,,,,,,,resource/icon/equip/112.png,,,,,,,250,7 9 ,,314,31405,,,,,,,,,,,,,,,
4113,青龙碧玉冠碎片,锡山宝玉制造而成，背面是一条冉冉巨龙，故得其名,4,25,,,,,,,113,,,,,,,,,resource/icon/equip/113.png,,,,,,,250,7 9 ,,320,32005,,,,,,,,,,,,,,,
4114,裂天凤纹盔碎片,此盔形状怪异，仿佛一条凤凰盘踞天灵盖，英姿飒爽,4,25,,,,,,,114,,,,,,,,,resource/icon/equip/114.png,,,,,,,250,7 9 ,,308,30805,,,,,,,,,,,,,,,
4115,虚空纶巾碎片,这件纶巾本不应该存在于世，据说是从时空的裂痕发掘的，神秘无比,4,25,,,,,,,115,,,,,,,,,resource/icon/equip/115.png,,,,,,,250,7 9 ,,319,31905,,,,,,,,,,,,,,,
4116,无双鬼才冠碎片,这件头盔质地坚硬，带上后却丝毫不影响灵活性，真称得上是无双,4,25,,,,,,,116,,,,,,,,,resource/icon/equip/116.png,,,,,,,250,7 9 ,,310,31005,,,,,,,,,,,,,,,
4117,鎏金盔碎片,这件头盔周身由黄金打造，收藏价值反而大于实用价值,4,25,,,,,,,117,,,,,,,,,resource/icon/equip/117.png,,,,,,,250,7 9 ,,317,31705,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,铁甲靴碎片,普通的靴子，粗制滥造,2,25,,,,,,,151,,,,,,,,,resource/icon/equip/151.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4152,行军鞋碎片,普通行军时所穿，较为舒适，价格便宜量又足,2,25,,,,,,,152,,,,,,,,,resource/icon/equip/152.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4153,青松履碎片,上号松木为底所纳的靴子，透气性很强,2,25,,,,,,,153,,,,,,,,,resource/icon/equip/153.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4154,疾风靴碎片,这件靴子伸展性极强，靴底设计巧妙，走起路来脚下生风,3,25,,,,,,,154,,,,,,,,,resource/icon/equip/154.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4156,游龙靴碎片,靴边绣有一条游龙，故得其名,3,25,,,,,,,156,,,,,,,,,resource/icon/equip/156.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4157,逐光轻靴碎片,这件靴子质地很轻，但是便于奔跑，故曰：逐光,3,25,,,,,,,157,,,,,,,,,resource/icon/equip/157.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4158,碎影轻靴碎片,这双靴子掷地有声，像是能踏碎万物一般，气场极大,3,25,,,,,,,158,,,,,,,,,resource/icon/equip/158.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4159,炼血战靴碎片,一双暗红色的战靴，上面的渍渍献血显得阴森森的,3,25,,,,,,,159,,,,,,,,,resource/icon/equip/159.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4160,灰烬战靴碎片,一双散发着邪气的战靴，据说是从一次火灾现场的灰烬中发现的,4,25,,,,,,,160,,,,,,,,,resource/icon/equip/160.png,,,,,,,250,7 9 ,,315,31505,,,,,,,,,,,,,,,
4161,蟒鳞长靴碎片,用巨蟒的皮精制而成，刀枪不入，水火不侵,4,25,,,,,,,161,,,,,,,,,resource/icon/equip/161.png,,,,,,,250,7 9 ,,317,31705,,,,,,,,,,,,,,,
4162,蛟龙战靴碎片,传说中取自深海蛟龙的龙鳞加工而成，穿上后有一种腾云驾雾的感觉,4,25,,,,,,,162,,,,,,,,,resource/icon/equip/162.png,,,,,,,250,7 9 ,,309,30905,,,,,,,,,,,,,,,
4163,怒涛法履碎片,海浪也要为之避退的法袍，蕴藏着天地之灵气,4,25,,,,,,,163,,,,,,,,,resource/icon/equip/163.png,,,,,,,250,7 9 ,,315,31505,,,,,,,,,,,,,,,
4164,流星斗靴碎片,如流星般迅捷的靴子，穿上他，动如雷霆，势如脱兔，锐不可当,4,25,,,,,,,164,,,,,,,,,resource/icon/equip/164.png,,,,,,,250,7 9 ,,318,31805,,,,,,,,,,,,,,,
4165,瓮金战靴碎片,这件战靴外边勾金，尽显华贵本色，非大富大贵之人不可驾驭,4,25,,,,,,,165,,,,,,,,,resource/icon/equip/165.png,,,,,,,250,7 9 ,,319,31905,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,如意宝剑碎片,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,25,,,,,,,201,,,,,,,,,resource/icon/equip/201.png,,,,,,,40,7,,,,,,,,,,,,,,,,,,
4202,如意宝甲碎片,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,25,,,,,,,202,,,,,,,,,resource/icon/equip/202.png,,,,,,,40,7,,,,,,,,,,,,,,,,,,
4203,如意宝冠碎片,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,25,,,,,,,203,,,,,,,,,resource/icon/equip/203.png,,,,,,,40,7,,,,,,,,,,,,,,,,,,
4204,如意宝靴碎片,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,25,,,,,,,204,,,,,,,,,resource/icon/equip/204.png,,,,,,,40,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,龙鸣雕斧碎片,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,25,,,,,,,211,,,,,,,,,resource/icon/equip/211.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
4212,龙鸣斗袍碎片,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,25,,,,,,,212,,,,,,,,,resource/icon/equip/212.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
4213,龙鸣斗盔碎片,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,25,,,,,,,213,,,,,,,,,resource/icon/equip/213.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
4214,龙鸣斗靴碎片,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,25,,,,,,,214,,,,,,,,,resource/icon/equip/214.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,绝尘法杖碎片,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,,215,,,,,,,,,resource/icon/equip/215.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
4216,绝尘法袍碎片,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,,216,,,,,,,,,resource/icon/equip/216.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
4217,绝尘法冠碎片,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,,217,,,,,,,,,resource/icon/equip/217.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
4218,绝尘法履碎片,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,,218,,,,,,,,,resource/icon/equip/218.png,,,,,,,100,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,无双战戟碎片,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,25,,,,,,,221,,,,,,,,,resource/icon/equip/221.png,,,,,,,500,7,,320,32005,,,,,,,,,,,,,,,
4222,无双战甲碎片,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,25,,,,,,,222,,,,,,,,,resource/icon/equip/222.png,,,,,,,500,7,,318,31805,,,,,,,,,,,,,,,
4223,无双战盔碎片,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,25,,,,,,,223,,,,,,,,,resource/icon/equip/223.png,,,,,,,500,7,,316,31605,,,,,,,,,,,,,,,
4224,无双战靴碎片,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,25,,,,,,,224,,,,,,,,,resource/icon/equip/224.png,,,,,,,500,7,,314,31405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,vip0礼包,内含如意宝靴、银两等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=1 601=2000 3204=1,,,,,,,,,,,,,,,,,,,,,
5001,vip1礼包,内含如意宝冠、银两等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=1 601=5000 3203=1 2=10,,,,,,,,,,,,,,,,,,,,,
5002,vip2礼包,内含如意宝甲、银两等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=2 601=10000 3202=1 2=15,,,,,,,,,,,,,,,,,,,,,
5003,vip3礼包,内含如意宝剑、稀有宝箱等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=2 601=20000 3201=1 2=20 88=2,,,,,,,,,,,,,,,,,,,,,
5004,vip4礼包,内含龙鸣斗盔、稀有宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=4 601=30000 3213=1 3=5 88=5,,,,,,,,,,,,,,,,,,,,,
5005,vip5礼包,内含龙鸣斗靴、稀有宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=2 601=50000 3214=1 3=10 88=10,,,,,,,,,,,,,,,,,,,,,
5006,vip6礼包,内含龙鸣斗袍、史诗宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=6 601=60000 3212=1 3=15 87=5,,,,,,,,,,,,,,,,,,,,,
5007,vip7礼包,内含赵云碎片、诗宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=3 601=80000 2016=30 3=20 87=10,,,,,,,,,,,,,,,,,,,,,
5008,vip8礼包,内含龙鸣雕斧、史诗宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=8 601=100000 3211=1 4=5 87=15,,,,,,,,,,,,,,,,,,,,,
5009,vip9礼包,内含赵云碎片、传说宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=3 601=120000 2016=50 4=10 86=10,,,,,,,,,,,,,,,,,,,,,
5010,vip10礼包,内含无双战盔、传说宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=10 601=140000 3223=1 4=15 86=15,,,,,,,,,,,,,,,,,,,,,
5011,vip11礼包,内含无双战靴、传说宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=4 601=160000 3224=1 4=20 86=20,,,,,,,,,,,,,,,,,,,,,
5012,vip12礼包,内含赵云碎片、传说宝箱等道具,5,19,    ,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=20 601=200000 2016=100 4=25 86=30,,,,,,,,,,,,,,,,,,,,,
5013,vip13礼包,内含无双战甲、传说宝箱等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=4 601=250000 3222=1 4=30 86=40,,,,,,,,,,,,,,,,,,,,,
5014,vip14礼包,内含无双战戟、传说宝箱等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,52=30 601=300000 3221=1 4=40 86=50,,,,,,,,,,,,,,,,,,,,,
5015,vip15礼包,内含赵云碎片、传说宝箱等道具,5,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,701=5 601=500000 2016=150 4=50 86=60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,内测新手礼包,,2,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=10000 602=50 1=20,,,,,,,,,,,,,,,,,,,,,
5022,内测特权礼包,,3,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=20000 701=1 2=20,,,,,,,,,,,,,,,,,,,,,
5023,内测精英礼包,,4,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=50000 602=200 19=5,,,,,,,,,,,,,,,,,,,,,
5024,副将礼包,,4,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=10000 15=5 1=20,,,,,,,,,,,,,,,,,,,,,
5025,将军礼包,,4,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=20000 52=5 2=20,,,,,,,,,,,,,,,,,,,,,
5026,军师礼包,,4,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=30000 15=5 2=10,,,,,,,,,,,,,,,,,,,,,
5027,微博微信礼包,,4,19,,,,,,,,,,,,,,,,resource/icon/gift/box.png,,,,,601=50000 602=100 52=5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,冲锋战魂,普通武将进化基础战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/1.png,,1,99,,,,,4 4 4,,101,10103,,102,10203,,103,10303,,,,,,,,,
6002,决斗战魂,普通武将进化基础战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/2.png,,1,99,,,,,4 4 4,,101,10103,,102,10206,,103,10309,,,,,,,,,
6003,狂暴战魂,普通武将进化基础战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/3.png,,1,99,,,,,4 4 4,,101,10105,,102,10209,,104,10403,,,,,,,,,
