武将ID,武将名称,阵营,职业ID,职业名称,星级,初始生命,初始攻击,初始防御,生命成长,攻击成长,防御成长,初始闪避,初始命中,初始格挡,初始破击,初始暴击,初始韧性,初始爆伤,初始抵抗,移动速度,攻击速度,攻击距离,普攻子弹ID,必杀技ID,必杀技CD,技能配音ID,进化1材料,进化2材料,进化3材料,进化4材料,进化5材料,进化6材料,进化7材料,进化8材料,进化9材料,进化10材料,进化11材料,进化12材料,武将简介,头像资源,人物资源,卡牌资源,骨骼动画,通用模型技能动作,骨骼比例,骨骼特效,骨骼特效比例,权值,掉落区域,性别,被动技能1,被动技能2,被动技能3,首轮顺序,循环顺序,情缘,图鉴开关
74,曹丕,2,4,弓兵,1,1136,440,163,114.9,44.5,16.9,25,75,87,0,100,87,15,0,,100,,102,15,15000,103,6004 6004 6003 6003 6002 6001,6025 6022 6014 6013 6011 6003,6074 6043 6028 6014 6013 6003,6097 6096 6046 6043 6023 6012,6095 6091 6071 6043 6042 6026,6144 6096 6092 6073 6047 6042,6145 6141 6097 6076 6071 6045,6193 6144 6128 6091 6075 6046,6191 6172 6142 6098 6097 6046,6193 6192 6124 6095 6093 6071,6226 6217 6196 6177 6142 6122,6228 6222 6198 6175 6143 6121,曹丕，字子桓，曹操之子，自幼善骑射，好击剑，常从曹操征战。汉献帝建安年间为五官中郎将、副丞相，后立为魏王世子，镇守邺城，常从诸生宴游为乐。曹操去世后，曹丕继位为丞相、魏王，不久代汉称帝，史称魏文帝，在位七年去世。曹丕喜好文学，八岁能着文，有异才，是建安文学的代表人物之一。,resource/head_pic/CaoPi.png,resource/hero_pic/CaoPiA.jpg,resource/card_pic/CaoPi.jpg,resource/bones/CaoPi,skill,80,resource/bones/CaoPi_e,90,150,4,,1223,1224,1225,0=0=1=2,0=1=2=0,1=13=1=18=0=继承王位 1=152=2=23=0=文德皇后 1=25=3=22=0=满腹经纶 2=6=2=23=0=诸葛连弩 2=112=1=22=0=金龙云盔,
75,法正,3,5,军师,1,1223,392,178,123.5,39.7,18,0,0,0,0,0,0,0,0,,100,,271,86,15000,157,6004 6004 6003 6003 6002 6002,6027 6022 6013 6013 6011 6004,6072 6042 6023 6014 6014 6001,6096 6091 6044 6042 6024 6014,6096 6095 6075 6046 6045 6023,6145 6098 6094 6072 6047 6041,6147 6145 6094 6072 6071 6048,6194 6142 6122 6094 6076 6047,6195 6171 6148 6098 6098 6044,6197 6191 6125 6093 6092 6076,6221 6213 6194 6178 6141 6128,6223 6222 6198 6173 6146 6126,法正，字孝直，扶风郡眉县人。建安初年投奔刘璋，既不被重用又受到排挤。刘璋请刘备进入西川时，张松作为使节谒见刘备，并称道其雄才大略，法正便欲归顺刘备。建安二十二年（公元217年）建议刘备向关中拓展，进军汉中，诛杀夏侯渊。建法正与诸葛亮志趣不同但能互相尊重，诸葛亮也佩服法正奇谋。法正能预见未来的成败得失，与程昱、郭嘉是同类人物。,resource/head_pic/FaZheng.png,resource/hero_pic/FaZhengA.jpg,resource/card_pic/FaZheng.jpg,resource/bones/junshi2,skill2,55,,,,4,,1226,1227,1228,0=0=1=0,0=1=0=0,,
76,穆皇后,3,5,军师,1,1289,400,172,130.2,40.5,17.4,0,0,0,0,0,0,0,0,,100,,271,124,15000,174,6004 6004 6003 6002 6001 6001,6028 6027 6012 6012 6011 6003,6076 6045 6025 6011 6011 6002,6098 6091 6045 6043 6021 6012,6095 6092 6077 6047 6047 6024,6147 6097 6095 6075 6042 6041,6142 6142 6098 6076 6076 6041,6192 6143 6126 6096 6073 6042,6192 6173 6146 6096 6096 6042,6194 6192 6128 6096 6094 6077,6222 6216 6196 6173 6145 6125,6221 6221 6191 6171 6147 6124,吴懿之妹吴苋，刘备入川后，法正荐纳吴氏为后，是为穆皇后，稳重聪明漂亮。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi3nv,skill2,50,,,,,1,1276,1277,0,0=0=1=0,0=1=0=0,,
77,敬哀皇后,3,5,军师,1,1210,404,179,122.2,40.9,18.1,0,0,0,0,0,0,0,0,,100,,271,125,15000,174,6004 6003 6003 6002 6001 6001,6028 6025 6014 6014 6013 6001,6075 6046 6021 6012 6011 6004,6098 6096 6046 6046 6024 6013,6094 6092 6078 6046 6043 6024,6143 6095 6092 6075 6047 6047,6143 6142 6091 6076 6071 6041,6196 6147 6124 6091 6072 6044,6194 6174 6146 6094 6092 6046,6196 6193 6128 6096 6092 6075,6224 6218 6193 6172 6144 6126,6226 6223 6195 6178 6144 6123,刘禅的第一位皇后，张飞的长女,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi3nv,skill2,50,,,,,1,1278,1279,0,0=0=1=0,0=1=0=0,,
78,卞夫人,2,5,军师,1,1279,393,174,129.2,39.8,17.6,0,0,0,0,0,0,0,0,,100,,271,152,15000,174,6003 6003 6002 6002 6001 6001,6026 6025 6013 6012 6012 6003,6075 6045 6021 6013 6012 6002,6098 6094 6046 6044 6025 6012,6096 6094 6072 6048 6043 6022,6146 6091 6091 6071 6048 6045,6147 6142 6091 6075 6073 6048,6191 6147 6121 6097 6072 6046,6194 6174 6147 6097 6095 6042,6194 6193 6127 6095 6093 6072,6224 6211 6192 6176 6141 6121,6227 6225 6192 6173 6148 6122,魏武宣皇后卞氏（159－230），琅邪开阳（今山东临沂）人，魏武帝曹操正妻，魏文帝曹丕、任城威王曹彰、陈思王曹植、萧怀王曹熊之母。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi3nv,skill2,50,,,,,1,1280,1281,0,0=0=1=0,0=1=0=0,,
79,曹彰,2,1,步兵,1,2230,259,288,225,26.3,28.9,0,0,0,0,0,0,0,0,,100,,253,93,15000,191,6004 6003 6002 6002 6001 6001,6023 6021 6014 6012 6011 6003,6075 6045 6023 6013 6013 6003,6098 6097 6048 6048 6028 6013,6097 6091 6073 6047 6044 6024,6148 6095 6091 6072 6048 6044,6145 6141 6094 6077 6071 6048,6191 6142 6124 6097 6078 6045,6193 6176 6141 6094 6092 6046,6193 6193 6122 6096 6093 6074,6222 6214 6197 6177 6144 6123,6225 6221 6193 6175 6142 6126,曹彰，字子文，沛国谯县人。为曹操与卞氏所生次子。彰膂力过人，武艺精熟，能徒手与猛兽搏斗。自小立志为大将，尝为曹操所欣赏。曹操回到洛阳后得病，远召曹彰，然而彰未至而操先死。曹丕即位后，曹彰表示顺从。黄初二年，曹彰进爵为公。次年，又被立为任城王。黄初四年，曹彰入京都朝觐，却忽然暴毙于府邸中。谥曰威王。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1282,1283,0,0=0=1=0,0=1=0=0,,
80,马腾,1,3,骑兵,1,1954,312,239,196.6,31.6,24.1,0,0,0,0,0,0,0,0,,100,,259,99,15000,192,6004 6003 6003 6002 6001 6001,6028 6028 6013 6013 6012 6001,6073 6041 6025 6012 6011 6002,6096 6095 6048 6045 6021 6011,6092 6092 6078 6047 6042 6023,6141 6097 6095 6072 6046 6042,6146 6142 6093 6077 6076 6048,6192 6148 6124 6093 6076 6045,6196 6176 6146 6097 6093 6041,6197 6196 6122 6092 6091 6075,6227 6215 6195 6172 6145 6124,6225 6223 6194 6176 6143 6124,马腾，字寿成，扶风茂陵人。李傕、郭汜等人掌权之际，马腾被任命为征西将军，屯于郿城，马腾与异姓结拜兄弟韩遂出现矛盾，相互攻打。曹操派人劝解，于是马腾放弃部队，入朝为官，封卫尉，部队交予儿子马超管理。后因马超兴兵反抗曹操，马腾被曹操杀害，夷灭三族。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1284,1285,0,0=0=1=0,0=1=0=0,,
81,郭汜,1,1,步兵,1,2225,250,295,224.5,25.4,29.7,0,0,0,0,0,0,0,0,,100,,253,94,15000,193,6004 6004 6003 6003 6002 6001,6028 6026 6014 6013 6012 6003,6072 6048 6028 6011 6011 6004,6096 6093 6046 6043 6023 6012,6098 6097 6071 6045 6044 6021,6146 6097 6091 6072 6047 6044,6144 6142 6094 6077 6075 6044,6194 6142 6124 6094 6075 6045,6192 6173 6147 6097 6094 6046,6198 6192 6123 6095 6092 6076,6223 6218 6192 6176 6147 6124,6227 6221 6192 6174 6148 6122,郭汜，又名郭多，董卓的部下，被派往陈留、颍川等地劫掠。董卓被杀后，郭汜归无所依，于是采用贾诩之谋，伙同李傕、张济、樊稠等原董卓部曲将攻向长安，击败吕布，杀死王允等人，占领长安，把持朝廷大权。后诸将不和，相互交战，随汉献帝东归前往弘农。后李傕、郭汜、张济反悔，联合起来追击汉献帝，与杨奉、董承等人几翻交战。,resource/head_pic/GuoSi.png,resource/hero_pic/GuoSiA.jpg,resource/card_pic/GuoSi.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1286,1287,0,0=0=1=0,0=1=0=0,,
82,马良,3,1,步兵,1,2210,246,299,222.9,25,30.1,0,0,0,0,0,0,0,0,,100,,253,117,15000,191,6004 6004 6003 6003 6002 6001,6026 6023 6014 6012 6011 6002,6073 6043 6028 6013 6011 6003,6098 6093 6044 6043 6028 6012,6096 6096 6072 6041 6041 6026,6142 6097 6095 6073 6047 6044,6147 6146 6097 6078 6075 6044,6196 6145 6127 6097 6078 6043,6198 6176 6148 6096 6091 6042,6196 6193 6123 6092 6092 6072,6223 6213 6191 6171 6144 6127,6225 6221 6197 6176 6144 6123,马良，字季常，襄阳郡宜城人。眉有白毛，后人称其为‘白眉马良’，是马谡的兄长。刘备占领荆州时征召马良为州府从事，刘备入川后任命马良为左将军掾。章武元年（公元221年）马良出任侍中，章武二年（公元222年）随刘备伐吴时死亡。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1288,1289,0,0=0=1=0,0=1=0=0,,
83,马谡,3,1,步兵,1,2225,263,298,224.5,26.8,30,0,0,0,0,0,0,0,0,,100,,253,118,15000,192,6004 6004 6003 6002 6002 6001,6025 6023 6014 6013 6012 6003,6073 6044 6026 6012 6011 6001,6093 6091 6044 6043 6026 6011,6098 6091 6075 6047 6042 6022,6142 6095 6091 6075 6046 6044,6142 6142 6095 6078 6077 6042,6197 6147 6122 6092 6076 6045,6194 6174 6148 6093 6091 6044,6197 6195 6122 6095 6092 6071,6223 6211 6193 6178 6144 6125,6225 6223 6197 6172 6142 6123,马谡，字幼常，襄阳宜城人。才气过人，好论军计，深得诸葛亮器重，曾向孔明提出：『攻心为上，攻城为下；心战为上，兵战为下』。但刘备临终告诉孔明此人『言过其实，不可大用』。在街亭之战中，马谡担任守街亭的重职，但却因违反诸葛亮的命令，结果被魏将张合打败，蜀军被迫退守汉中，被诸葛亮以违犯军法之名挥泪斩首。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1290,1291,0,0=0=1=0,0=1=0=0,,
84,关索,3,1,步兵,1,2243,257,301,226.3,26.1,30.3,0,0,0,0,0,0,0,0,,100,,253,95,15000,193,6004 6003 6003 6002 6002 6001,6025 6022 6013 6013 6012 6004,6077 6042 6028 6012 6011 6002,6098 6095 6046 6044 6026 6012,6095 6094 6076 6041 6041 6026,6148 6093 6091 6074 6047 6047,6143 6142 6094 6078 6073 6045,6198 6141 6124 6092 6072 6041,6195 6177 6147 6097 6091 6042,6196 6193 6125 6096 6092 6072,6221 6213 6193 6173 6144 6121,6227 6226 6197 6173 6147 6124,关索，关羽三子。荆州陷落时身负重伤，逃到鲍家庄静养。南征时返回蜀汉担任先锋，用计捉住了孟获。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1292,1293,0,0=0=1=0,0=1=0=0,,
85,马忠,4,3,骑兵,1,1866,309,244,187.8,31.3,24.6,0,0,0,0,0,0,0,0,,100,,259,138,15000,191,6004 6004 6003 6003 6002 6001,6024 6021 6014 6013 6012 6001,6074 6041 6021 6014 6013 6004,6097 6092 6047 6046 6027 6011,6093 6092 6072 6047 6042 6027,6143 6098 6093 6074 6046 6045,6148 6143 6098 6075 6073 6043,6193 6147 6128 6093 6073 6042,6194 6175 6146 6098 6095 6043,6193 6192 6122 6097 6091 6076,6227 6217 6196 6173 6143 6122,6222 6221 6197 6173 6148 6128,马忠，吴国大将潘璋的部下，擒获了由麦城败走的关羽及关平父子。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1294,1295,0,0=0=1=0,0=1=0=0,,
86,吕范,4,3,骑兵,1,1894,305,246,190.6,30.9,24.8,0,0,0,0,0,0,0,0,,100,,259,139,15000,192,6003 6003 6002 6002 6001 6001,6026 6022 6014 6012 6011 6002,6072 6043 6022 6014 6014 6002,6096 6096 6048 6045 6026 6012,6095 6092 6076 6042 6042 6028,6142 6097 6091 6078 6045 6043,6148 6145 6091 6078 6078 6046,6192 6145 6121 6091 6075 6044,6195 6174 6145 6098 6096 6047,6196 6191 6127 6098 6095 6077,6222 6217 6191 6178 6148 6124,6228 6222 6198 6175 6146 6121,吕范，字子衡，汝南细阳人。吕范和周瑜等人一同在赤壁抗击并打败曹操，被任命为裨将军，兼任彭泽太守。不久又被升为平南将军，驻守柴桑。曹休、张辽、臧霸等人来攻伐，吕范督率徐盛、全综、孙韶等人，用水军在洞口抗击曹休等人。他升为前将军，授予符节。回师以后，被任命为扬州牧。２２９年，任命吕范为大司马，但是还未上任便去世了。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1296,1297,0,0=0=1=0,0=1=0=0,,
87,陈武,4,3,骑兵,1,1904,311,252,191.6,31.5,25.4,0,0,0,0,0,0,0,0,,100,,259,130,15000,193,6004 6003 6003 6002 6001 6001,6024 6022 6014 6012 6011 6001,6073 6041 6021 6013 6011 6004,6093 6091 6046 6043 6021 6014,6097 6096 6073 6043 6042 6027,6146 6097 6094 6076 6048 6045,6148 6146 6095 6076 6071 6046,6195 6141 6125 6098 6078 6043,6196 6178 6148 6092 6091 6043,6193 6192 6124 6096 6091 6077,6221 6217 6198 6177 6142 6123,6224 6221 6198 6175 6145 6121,陈武，字子烈，身长七尺，面黄眼赤，形容古怪，孙策非常喜爱，拜为校尉。跟随孙策征战江东，使作先锋，以十数骑兵力杀敌五十余人。后来在孙权部下任职，在赤壁等战役中屡立战功。由于陈武仁厚好施，故受到上至孙权，下至乡里的敬爱。建安二十年在合肥战役中因为张辽的偷袭而不幸战死。孙权对此十分哀痛。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1298,1299,0,0=0=1=0,0=1=0=0,,
88,陈登,2,3,骑兵,1,2001,307,242,201.4,31.1,24.4,0,0,0,0,0,0,0,0,,100,,259,140,15000,191,6004 6004 6003 6003 6002 6001,6027 6022 6014 6012 6012 6002,6074 6046 6024 6013 6011 6004,6097 6092 6041 6041 6023 6013,6097 6096 6071 6048 6045 6024,6145 6093 6093 6076 6042 6041,6147 6146 6091 6077 6075 6042,6193 6147 6121 6094 6073 6041,6194 6174 6148 6098 6097 6044,6195 6193 6127 6098 6097 6076,6225 6211 6193 6178 6147 6126,6228 6223 6191 6173 6144 6123,陈登，字符龙，下邳淮浦人。陈登颇有文才，出任东阳县令，有德政，陶谦上表委任其为典校尉。曾经向曹操提出消灭吕布的计策，被曹操任命为广陵太守，又因配合曹操消灭吕布有功而任伏波将军。曾经因打败孙策而任东城太守。死时三十九岁。陈登名重天下，深受刘备、刘表推崇。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1300,1301,0,0=0=1=0,0=1=0=0,,
89,郭淮,2,3,骑兵,1,1965,309,249,197.7,31.3,25.1,0,0,0,0,0,0,0,0,,100,,259,157,15000,192,6004 6004 6003 6002 6002 6001,6026 6024 6014 6013 6013 6003,6072 6043 6025 6014 6011 6003,6096 6091 6045 6042 6027 6011,6094 6093 6071 6044 6041 6027,6143 6097 6097 6074 6047 6044,6147 6141 6093 6073 6072 6042,6196 6141 6121 6092 6074 6041,6194 6174 6147 6097 6097 6046,6193 6191 6121 6098 6091 6074,6226 6215 6197 6176 6146 6126,6225 6222 6198 6172 6143 6124,郭淮，字伯济，太原阳曲人。刘备与曹操争夺汉中时，蜀军斩杀曹军大将夏侯渊，曹军大乱。当时郭淮正任夏侯渊军司马，他见主帅阵亡，便挺身而出，收集魏军败兵，推举张合为主帅，很快稳定军心。魏文帝时，任雍州刺史，封射阳亭侯。明帝时，任征西将军，都督雍凉诸军事，长期驻守关右，后任车骑将军，封阳曲侯。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1302,1303,0,0=0=1=0,0=1=0=0,,
90,王双,2,3,骑兵,1,1889,305,255,190.1,30.9,25.7,0,0,0,0,0,0,0,0,,100,,259,158,15000,193,6004 6003 6002 6002 6001 6001,6024 6021 6013 6013 6012 6004,6075 6045 6021 6013 6012 6003,6096 6095 6047 6042 6027 6014,6095 6091 6077 6048 6046 6024,6147 6096 6094 6071 6048 6046,6146 6143 6096 6075 6072 6045,6192 6148 6127 6091 6077 6045,6193 6178 6148 6098 6098 6047,6198 6192 6122 6098 6092 6073,6224 6218 6191 6171 6147 6122,6225 6221 6193 6175 6147 6122,王双，字子全，陕西狄道人。曹真大将，身长九尺，面黑睛黄，熊腰虎背，使六十斤大刀，善使流星锤。曾力胜多名蜀将，后中蜀军伏兵，为魏延所斩。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1304,1305,0,0=0=1=0,0=1=0=0,,
91,李异,4,3,骑兵,1,1902,306,251,191.4,31,25.3,0,0,0,0,0,0,0,0,,100,,259,128,15000,191,6004 6003 6002 6002 6001 6001,6023 6022 6013 6012 6011 6004,6078 6047 6025 6013 6011 6003,6098 6097 6048 6047 6028 6014,6094 6092 6074 6042 6041 6024,6146 6098 6093 6074 6044 6042,6146 6144 6098 6072 6071 6042,6198 6143 6124 6097 6078 6042,6196 6172 6148 6095 6091 6041,6192 6191 6121 6096 6096 6075,6228 6214 6196 6177 6141 6124,6225 6225 6191 6174 6147 6121,李异，吴国将军，在东吴攻取关羽镇守的荆州之战中，李异率水军，谢旌率步兵破蜀军詹晏等，俘陈凤。李异勇猛过人，使蘸金大斧，后与伐吴的蜀将张苞交战，不分胜负，张苞因坐骑中箭而落马，李异就在追杀张苞时反被关兴斩杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1306,1307,0,0=0=1=0,0=1=0=0,,
92,庞德,2,3,骑兵,1,1872,314,243,188.4,31.8,24.5,0,0,0,0,0,0,0,0,,100,,259,171,15000,192,6004 6003 6003 6002 6001 6001,6027 6025 6012 6011 6011 6002,6078 6044 6021 6013 6013 6001,6098 6092 6046 6043 6027 6013,6096 6095 6073 6044 6041 6024,6141 6097 6093 6071 6047 6042,6142 6142 6097 6077 6071 6043,6192 6143 6123 6096 6076 6047,6197 6172 6144 6092 6092 6045,6192 6191 6123 6093 6093 6073,6225 6214 6195 6174 6142 6124,6228 6225 6192 6172 6143 6122,庞德，字令明，南安狟道人。随马腾之子马超拒战郭援、高干于平阳，为军中先锋，进攻郭援、高干，大破其军，更亲斩郭援首级，于是拜中郎将，封都亭侯。后马腾被征为卫尉，庞德留属马超。曹操平定汉中后，庞德随众投降。庞德遂奋意力战，深为关羽军所忌惮。军败后庞德誓死不降，结果为关羽所俘杀。曹操闻知此事甚为伤悲，为之流涕，于是封其二子为列侯。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1308,1309,0,0=0=1=0,0=1=0=0,,
93,邓艾,2,3,骑兵,1,1870,312,252,188.2,31.6,25.4,0,0,0,0,0,0,0,0,,100,,259,159,15000,193,6004 6004 6003 6003 6002 6001,6028 6025 6014 6013 6012 6001,6075 6044 6028 6013 6011 6004,6098 6097 6046 6043 6024 6012,6098 6096 6076 6046 6041 6027,6142 6098 6092 6078 6047 6041,6145 6145 6091 6073 6071 6043,6198 6146 6123 6098 6074 6045,6197 6175 6143 6096 6092 6043,6198 6195 6123 6095 6092 6078,6225 6216 6196 6175 6142 6126,6227 6222 6196 6178 6147 6123,邓艾，字士载，义阳棘阳人。邓艾出身贫寒，但资性敏捷、善识地理，司马懿认为他是个奇才，辟之为掾，后迁尚书郎。邓艾与陈泰、诸葛绪、司马望等在西线抵御蜀姜维的进攻，在段谷、侯和挫败姜维。司马兴兵伐蜀，艾险渡阴平，入成都，刘禅投降，蜀国灭亡。艾因功封以太尉官职。艾为人傲慢自矜，钟会等陷告邓艾谋反，艾被囚送京城治罪，在路上被田续部下杀死。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,4,,1229,1230,1231,0=0=1=0,0=1=0=0,,
94,周仓,3,3,骑兵,1,1952,311,245,196.4,31.5,24.7,0,0,0,0,0,0,0,0,,100,,259,129,15000,191,6004 6004 6003 6002 6002 6001,6028 6023 6014 6012 6012 6004,6077 6048 6027 6014 6013 6001,6097 6093 6048 6044 6025 6011,6096 6091 6075 6046 6042 6027,6141 6097 6092 6078 6047 6043,6146 6144 6098 6074 6071 6047,6196 6143 6122 6094 6078 6045,6197 6175 6147 6096 6093 6046,6195 6191 6126 6093 6092 6075,6225 6216 6194 6178 6147 6123,6226 6225 6196 6175 6146 6126,周仓，无字号，关西人氏。周仓原为张宝部将，张宝死后，周仓率部啸聚山林。关羽千里走单骑时，周仓投降关羽并为贴身护卫。建安十六年（公元２１１年），刘备攻打成都时，周仓跟随关羽镇守荆州。关羽被孙权杀害之后，周仓自刎身亡。,resource/head_pic/ZhouCang.png,resource/hero_pic/ZhouCangA.jpg,resource/card_pic/ZhouCang.jpg,resource/bones/qibing2_y,skill,65,,,,,,1310,1311,0,0=0=1=0,0=1=0=0,,
95,陈到,3,3,骑兵,1,1903,307,246,191.5,31.1,24.8,0,0,0,0,0,0,0,0,,100,,259,112,15000,192,6004 6003 6002 6002 6001 6001,6026 6022 6013 6011 6011 6002,6072 6047 6027 6014 6011 6003,6096 6093 6048 6047 6027 6013,6095 6094 6077 6048 6046 6026,6148 6095 6092 6071 6044 6041,6146 6142 6091 6075 6074 6045,6191 6141 6122 6098 6072 6048,6196 6176 6146 6094 6092 6045,6195 6191 6121 6095 6094 6075,6222 6211 6191 6174 6143 6123,6225 6224 6197 6174 6147 6123,陈到，字叔至，汝南郡人。于刘备在豫州时成为刘备属下，随刘备转战四方，名位常亚于赵云，都以忠勇着称。蜀后主时期，陈到官至征西将军，封亭侯，接替李严镇守永安，病逝于任上。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1312,1313,0,0=0=1=0,0=1=0=0,,
96,关平,3,3,骑兵,1,1960,298,243,197.2,30.2,24.5,0,0,0,0,0,0,0,0,,100,,259,111,15000,193,6004 6004 6003 6003 6002 6001,6022 6021 6012 6011 6011 6002,6072 6045 6026 6013 6011 6002,6093 6093 6046 6044 6024 6014,6095 6092 6071 6048 6042 6023,6147 6097 6094 6072 6047 6045,6148 6143 6093 6075 6074 6047,6192 6145 6126 6097 6077 6046,6198 6177 6143 6098 6093 6043,6194 6191 6128 6095 6092 6076,6226 6213 6192 6177 6147 6128,6228 6221 6197 6171 6148 6126,关平，汝南人。关平是汝南关定之子，关羽千里走单骑、经过关定庄园时，关平拜关羽为义父，从此跟随刘备。建安十六年（公元２１１年），刘备攻打西川，庞统战死，关平回荆州搬兵并辅助关羽镇守荆州，先后跟随关羽打败曹仁、水淹七军。建安二十四年（公元２１９年），孙权偷袭荆州，关平与关羽被俘，同被孙权所杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1314,1315,0,0=0=1=0,0=1=0=0,,
