技能id,等级,需要材料,需要银币,需求等级
1104,5,31=5,4000,20
1104,6,32=6,8000,25
1104,7,32=8,10000,30
1104,8,32=10,12000,35
1104,9,32=12,14000,40
1104,10,32=14,16000,45
1104,11,33=17,32000,50
1104,12,33=20,36000,55
1104,13,33=23,40000,60
1104,14,33=26,44000,65
1104,15,33=30,48000,70
1104,16,34=34,96000,75
1104,17,34=38,104000,80
1104,18,34=42,112000,85
1104,19,34=46,120000,90
1104,20,34=50,128000,95
1105,1,31=1,0,0
1105,2,31=2,500,6
1105,3,31=3,1000,10
1105,4,31=4,2000,15
1105,5,31=5,4000,20
1105,6,32=6,8000,25
1105,7,32=8,10000,30
1105,8,32=10,12000,35
1105,9,32=12,14000,40
1105,10,32=14,16000,45
1105,11,33=17,32000,50
1105,12,33=20,36000,55
1105,13,33=23,40000,60
1105,14,33=26,44000,65
1105,15,33=30,48000,70
1105,16,34=34,96000,75
1105,17,34=38,104000,80
1105,18,34=42,112000,85
1105,19,34=46,120000,90
1105,20,34=50,128000,95
1106,1,31=1,0,0
1106,2,31=2,500,6
1106,3,31=3,1000,10
1106,4,31=4,2000,15
1106,5,31=5,4000,20
1106,6,32=6,8000,25
1106,7,32=8,10000,30
1106,8,32=10,12000,35
1106,9,32=12,14000,40
1106,10,32=14,16000,45
1106,11,33=17,32000,50
1106,12,33=20,36000,55
1106,13,33=23,40000,60
1106,14,33=26,44000,65
1106,15,33=30,48000,70
1106,16,34=34,96000,75
1106,17,34=38,104000,80
1106,18,34=42,112000,85
1106,19,34=46,120000,90
1106,20,34=50,128000,95
1107,1,31=1,0,0
1107,2,31=2,500,6
1107,3,31=3,1000,10
1107,4,31=4,2000,15
1107,5,31=5,4000,20
1107,6,32=6,8000,25
1107,7,32=8,10000,30
1107,8,32=10,12000,35
1107,9,32=12,14000,40
1107,10,32=14,16000,45
1107,11,33=17,32000,50
1107,12,33=20,36000,55
1107,13,33=23,40000,60
1107,14,33=26,44000,65
1107,15,33=30,48000,70
1107,16,34=34,96000,75
1107,17,34=38,104000,80
1107,18,34=42,112000,85
1107,19,34=46,120000,90
1107,20,34=50,128000,95
1108,1,31=1,0,0
1108,2,31=2,500,6
1108,3,31=3,1000,10
1108,4,31=4,2000,15
1108,5,31=5,4000,20
1108,6,32=6,8000,25
1108,7,32=8,10000,30
1108,8,32=10,12000,35
1108,9,32=12,14000,40
1108,10,32=14,16000,45
1108,11,33=17,32000,50
1108,12,33=20,36000,55
1108,13,33=23,40000,60
1108,14,33=26,44000,65
1108,15,33=30,48000,70
1108,16,34=34,96000,75
1108,17,34=38,104000,80
1108,18,34=42,112000,85
1108,19,34=46,120000,90
1108,20,34=50,128000,95
1109,1,31=1,0,0
1109,2,31=2,500,6
1109,3,31=3,1000,10
1109,4,31=4,2000,15
1109,5,31=5,4000,20
1109,6,32=6,8000,25
1109,7,32=8,10000,30
1109,8,32=10,12000,35
1109,9,32=12,14000,40
1109,10,32=14,16000,45
1109,11,33=17,32000,50
1109,12,33=20,36000,55
1109,13,33=23,40000,60
1109,14,33=26,44000,65
1109,15,33=30,48000,70
1109,16,34=34,96000,75
1109,17,34=38,104000,80
1109,18,34=42,112000,85
1109,19,34=46,120000,90
1109,20,34=50,128000,95
1110,1,31=1,0,0
1110,2,31=2,500,6
1110,3,31=3,1000,10
1110,4,31=4,2000,15
1110,5,31=5,4000,20
1110,6,32=6,8000,25
1110,7,32=8,10000,30
1110,8,32=10,12000,35
1110,9,32=12,14000,40
1110,10,32=14,16000,45
1110,11,33=17,32000,50
1110,12,33=20,36000,55
1110,13,33=23,40000,60
1110,14,33=26,44000,65
1110,15,33=30,48000,70
1110,16,34=34,96000,75
1110,17,34=38,104000,80
1110,18,34=42,112000,85
1110,19,34=46,120000,90
1110,20,34=50,128000,95
1111,1,31=1,0,0
1111,2,31=2,500,6
1111,3,31=3,1000,10
1111,4,31=4,2000,15
1111,5,31=5,4000,20
1111,6,32=6,8000,25
1111,7,32=8,10000,30
1111,8,32=10,12000,35
1111,9,32=12,14000,40
1111,10,32=14,16000,45
1111,11,33=17,32000,50
1111,12,33=20,36000,55
1111,13,33=23,40000,60
1111,14,33=26,44000,65
1111,15,33=30,48000,70
1111,16,34=34,96000,75
1111,17,34=38,104000,80
1111,18,34=42,112000,85
1111,19,34=46,120000,90
1111,20,34=50,128000,95
1112,1,31=1,0,0
1112,2,31=2,500,6
1112,3,31=3,1000,10
1112,4,31=4,2000,15
1112,5,31=5,4000,20
1112,6,32=6,8000,25
1112,7,32=8,10000,30
1112,8,32=10,12000,35
1112,9,32=12,14000,40
1112,10,32=14,16000,45
1112,11,33=17,32000,50
1112,12,33=20,36000,55
1112,13,33=23,40000,60
1112,14,33=26,44000,65
1112,15,33=30,48000,70
1112,16,34=34,96000,75
1112,17,34=38,104000,80
1112,18,34=42,112000,85
1112,19,34=46,120000,90
1112,20,34=50,128000,95
1113,1,31=1,0,0
1113,2,31=2,500,6
1113,3,31=3,1000,10
1113,4,31=4,2000,15
1113,5,31=5,4000,20
1113,6,32=6,8000,25
1113,7,32=8,10000,30
1113,8,32=10,12000,35
1113,9,32=12,14000,40
1113,10,32=14,16000,45
1113,11,33=17,32000,50
1113,12,33=20,36000,55
1113,13,33=23,40000,60
1113,14,33=26,44000,65
1113,15,33=30,48000,70
1113,16,34=34,96000,75
1113,17,34=38,104000,80
1113,18,34=42,112000,85
1113,19,34=46,120000,90
1113,20,34=50,128000,95
1114,1,31=1,0,0
1114,2,31=2,500,6
1114,3,31=3,1000,10
1114,4,31=4,2000,15
1114,5,31=5,4000,20
1114,6,32=6,8000,25
1114,7,32=8,10000,30
1114,8,32=10,12000,35
1114,9,32=12,14000,40
1114,10,32=14,16000,45
1114,11,33=17,32000,50
1114,12,33=20,36000,55
1114,13,33=23,40000,60
1114,14,33=26,44000,65
1114,15,33=30,48000,70
1114,16,34=34,96000,75
1114,17,34=38,104000,80
1114,18,34=42,112000,85
1114,19,34=46,120000,90
1114,20,34=50,128000,95
1115,1,31=1,0,0
1115,2,31=2,500,6
1115,3,31=3,1000,10
1115,4,31=4,2000,15
1115,5,31=5,4000,20
1115,6,32=6,8000,25
1115,7,32=8,10000,30
1115,8,32=10,12000,35
1115,9,32=12,14000,40
1115,10,32=14,16000,45
1115,11,33=17,32000,50
1115,12,33=20,36000,55
1115,13,33=23,40000,60
1115,14,33=26,44000,65
1115,15,33=30,48000,70
1115,16,34=34,96000,75
1115,17,34=38,104000,80
1115,18,34=42,112000,85
1115,19,34=46,120000,90
1115,20,34=50,128000,95
1116,1,31=1,0,0
1116,2,31=2,500,6
1116,3,31=3,1000,10
1116,4,31=4,2000,15
1116,5,31=5,4000,20
1116,6,32=6,8000,25
1116,7,32=8,10000,30
1116,8,32=10,12000,35
1116,9,32=12,14000,40
1116,10,32=14,16000,45
1116,11,33=17,32000,50
1116,12,33=20,36000,55
1116,13,33=23,40000,60
1116,14,33=26,44000,65
1116,15,33=30,48000,70
1116,16,34=34,96000,75
1116,17,34=38,104000,80
1116,18,34=42,112000,85
1116,19,34=46,120000,90
1116,20,34=50,128000,95
1117,1,31=1,0,0
1117,2,31=2,500,6
1117,3,31=3,1000,10
1117,4,31=4,2000,15
1117,5,31=5,4000,20
1117,6,32=6,8000,25
1117,7,32=8,10000,30
1117,8,32=10,12000,35
1117,9,32=12,14000,40
1117,10,32=14,16000,45
1117,11,33=17,32000,50
1117,12,33=20,36000,55
1117,13,33=23,40000,60
1117,14,33=26,44000,65
1117,15,33=30,48000,70
1117,16,34=34,96000,75
1117,17,34=38,104000,80
1117,18,34=42,112000,85
1117,19,34=46,120000,90
1117,20,34=50,128000,95
1118,1,31=1,0,0
1118,2,31=2,500,6
1118,3,31=3,1000,10
1118,4,31=4,2000,15
1118,5,31=5,4000,20
1118,6,32=6,8000,25
1118,7,32=8,10000,30
1118,8,32=10,12000,35
1118,9,32=12,14000,40
1118,10,32=14,16000,45
1118,11,33=17,32000,50
1118,12,33=20,36000,55
1118,13,33=23,40000,60
1118,14,33=26,44000,65
1118,15,33=30,48000,70
1118,16,34=34,96000,75
1118,17,34=38,104000,80
1118,18,34=42,112000,85
1118,19,34=46,120000,90
1118,20,34=50,128000,95
1119,1,31=1,0,0
1119,2,31=2,500,6
1119,3,31=3,1000,10
1119,4,31=4,2000,15
1119,5,31=5,4000,20
1119,6,32=6,8000,25
1119,7,32=8,10000,30
1119,8,32=10,12000,35
1119,9,32=12,14000,40
1119,10,32=14,16000,45
1119,11,33=17,32000,50
1119,12,33=20,36000,55
1119,13,33=23,40000,60
1119,14,33=26,44000,65
1119,15,33=30,48000,70
1119,16,34=34,96000,75
1119,17,34=38,104000,80
1119,18,34=42,112000,85
1119,19,34=46,120000,90
1119,20,34=50,128000,95
1120,1,31=1,0,0
1120,2,31=2,500,6
1120,3,31=3,1000,10
1120,4,31=4,2000,15
1120,5,31=5,4000,20
1120,6,32=6,8000,25
1120,7,32=8,10000,30
1120,8,32=10,12000,35
1120,9,32=12,14000,40
1120,10,32=14,16000,45
1120,11,33=17,32000,50
1120,12,33=20,36000,55
1120,13,33=23,40000,60
1120,14,33=26,44000,65
1120,15,33=30,48000,70
1120,16,34=34,96000,75
1120,17,34=38,104000,80
1120,18,34=42,112000,85
1120,19,34=46,120000,90
1120,20,34=50,128000,95
1121,1,31=1,0,0
1121,2,31=2,500,6
1121,3,31=3,1000,10
1121,4,31=4,2000,15
1121,5,31=5,4000,20
1121,6,32=6,8000,25
1121,7,32=8,10000,30
1121,8,32=10,12000,35
1121,9,32=12,14000,40
1121,10,32=14,16000,45
1121,11,33=17,32000,50
1121,12,33=20,36000,55
1121,13,33=23,40000,60
1121,14,33=26,44000,65
1121,15,33=30,48000,70
1121,16,34=34,96000,75
1121,17,34=38,104000,80
1121,18,34=42,112000,85
1121,19,34=46,120000,90
1121,20,34=50,128000,95
1122,1,31=1,0,0
1122,2,31=2,500,6
1122,3,31=3,1000,10
1122,4,31=4,2000,15
1122,5,31=5,4000,20
1122,6,32=6,8000,25
1122,7,32=8,10000,30
1122,8,32=10,12000,35
1122,9,32=12,14000,40
1122,10,32=14,16000,45
1122,11,33=17,32000,50
1122,12,33=20,36000,55
1122,13,33=23,40000,60
1122,14,33=26,44000,65
1122,15,33=30,48000,70
1122,16,34=34,96000,75
1122,17,34=38,104000,80
1122,18,34=42,112000,85
1122,19,34=46,120000,90
1122,20,34=50,128000,95
1123,1,31=1,0,0
1123,2,31=2,500,6
1123,3,31=3,1000,10
1123,4,31=4,2000,15
1123,5,31=5,4000,20
1123,6,32=6,8000,25
1123,7,32=8,10000,30
1123,8,32=10,12000,35
1123,9,32=12,14000,40
1123,10,32=14,16000,45
1123,11,33=17,32000,50
1123,12,33=20,36000,55
1123,13,33=23,40000,60
1123,14,33=26,44000,65
1123,15,33=30,48000,70
1123,16,34=34,96000,75
1123,17,34=38,104000,80
1123,18,34=42,112000,85
1123,19,34=46,120000,90
1123,20,34=50,128000,95
1124,1,31=1,0,0
1124,2,31=2,500,6
1124,3,31=3,1000,10
1124,4,31=4,2000,15
1124,5,31=5,4000,20
1124,6,32=6,8000,25
1124,7,32=8,10000,30
1124,8,32=10,12000,35
1124,9,32=12,14000,40
1124,10,32=14,16000,45
1124,11,33=17,32000,50
1124,12,33=20,36000,55
1124,13,33=23,40000,60
1124,14,33=26,44000,65
1124,15,33=30,48000,70
1124,16,34=34,96000,75
1124,17,34=38,104000,80
1124,18,34=42,112000,85
1124,19,34=46,120000,90
1124,20,34=50,128000,95
1125,1,31=1,0,0
1125,2,31=2,500,6
1125,3,31=3,1000,10
1125,4,31=4,2000,15
1125,5,31=5,4000,20
1125,6,32=6,8000,25
1125,7,32=8,10000,30
1125,8,32=10,12000,35
1125,9,32=12,14000,40
1125,10,32=14,16000,45
1125,11,33=17,32000,50
1125,12,33=20,36000,55
1125,13,33=23,40000,60
1125,14,33=26,44000,65
1125,15,33=30,48000,70
1125,16,34=34,96000,75
1125,17,34=38,104000,80
1125,18,34=42,112000,85
1125,19,34=46,120000,90
1125,20,34=50,128000,95
1126,1,31=1,0,0
1126,2,31=2,500,6
1126,3,31=3,1000,10
1126,4,31=4,2000,15
1126,5,31=5,4000,20
1126,6,32=6,8000,25
1126,7,32=8,10000,30
1126,8,32=10,12000,35
1126,9,32=12,14000,40
1126,10,32=14,16000,45
1126,11,33=17,32000,50
1126,12,33=20,36000,55
1126,13,33=23,40000,60
1126,14,33=26,44000,65
1126,15,33=30,48000,70
1126,16,34=34,96000,75
1126,17,34=38,104000,80
1126,18,34=42,112000,85
1126,19,34=46,120000,90
1126,20,34=50,128000,95
1127,1,31=1,0,0
1127,2,31=2,500,6
1127,3,31=3,1000,10
1127,4,31=4,2000,15
1127,5,31=5,4000,20
1127,6,32=6,8000,25
1127,7,32=8,10000,30
1127,8,32=10,12000,35
1127,9,32=12,14000,40
1127,10,32=14,16000,45
1127,11,33=17,32000,50
1127,12,33=20,36000,55
1127,13,33=23,40000,60
1127,14,33=26,44000,65
1127,15,33=30,48000,70
1127,16,34=34,96000,75
1127,17,34=38,104000,80
1127,18,34=42,112000,85
1127,19,34=46,120000,90
1127,20,34=50,128000,95
1128,1,31=1,0,0
1128,2,31=2,500,6
1128,3,31=3,1000,10
1128,4,31=4,2000,15
1128,5,31=5,4000,20
1128,6,32=6,8000,25
1128,7,32=8,10000,30
1128,8,32=10,12000,35
1128,9,32=12,14000,40
1128,10,32=14,16000,45
1128,11,33=17,32000,50
1128,12,33=20,36000,55
1128,13,33=23,40000,60
1128,14,33=26,44000,65
1128,15,33=30,48000,70
1128,16,34=34,96000,75
1128,17,34=38,104000,80
1128,18,34=42,112000,85
1128,19,34=46,120000,90
1128,20,34=50,128000,95
1129,1,31=1,0,0
1129,2,31=2,500,6
1129,3,31=3,1000,10
1129,4,31=4,2000,15
1129,5,31=5,4000,20
1129,6,32=6,8000,25
1129,7,32=8,10000,30
1129,8,32=10,12000,35
1129,9,32=12,14000,40
1129,10,32=14,16000,45
1129,11,33=17,32000,50
1129,12,33=20,36000,55
1129,13,33=23,40000,60
1129,14,33=26,44000,65
1129,15,33=30,48000,70
1129,16,34=34,96000,75
1129,17,34=38,104000,80
1129,18,34=42,112000,85
1129,19,34=46,120000,90
1129,20,34=50,128000,95
1130,1,31=1,0,0
1130,2,31=2,500,6
1130,3,31=3,1000,10
1130,4,31=4,2000,15
1130,5,31=5,4000,20
1130,6,32=6,8000,25
1130,7,32=8,10000,30
1130,8,32=10,12000,35
1130,9,32=12,14000,40
1130,10,32=14,16000,45
1130,11,33=17,32000,50
1130,12,33=20,36000,55
1130,13,33=23,40000,60
1130,14,33=26,44000,65
1130,15,33=30,48000,70
1130,16,34=34,96000,75
1130,17,34=38,104000,80
1130,18,34=42,112000,85
1130,19,34=46,120000,90
1130,20,34=50,128000,95
1131,1,31=1,0,0
1131,2,31=2,500,6
1131,3,31=3,1000,10
1131,4,31=4,2000,15
1131,5,31=5,4000,20
1131,6,32=6,8000,25
1131,7,32=8,10000,30
1131,8,32=10,12000,35
1131,9,32=12,14000,40
1131,10,32=14,16000,45
1131,11,33=17,32000,50
1131,12,33=20,36000,55
1131,13,33=23,40000,60
1131,14,33=26,44000,65
1131,15,33=30,48000,70
1131,16,34=34,96000,75
1131,17,34=38,104000,80
1131,18,34=42,112000,85
1131,19,34=46,120000,90
1131,20,34=50,128000,95
1132,1,31=1,0,0
1132,2,31=2,500,6
1132,3,31=3,1000,10
1132,4,31=4,2000,15
1132,5,31=5,4000,20
1132,6,32=6,8000,25
1132,7,32=8,10000,30
1132,8,32=10,12000,35
1132,9,32=12,14000,40
1132,10,32=14,16000,45
1132,11,33=17,32000,50
1132,12,33=20,36000,55
1132,13,33=23,40000,60
1132,14,33=26,44000,65
1132,15,33=30,48000,70
1132,16,34=34,96000,75
1132,17,34=38,104000,80
1132,18,34=42,112000,85
1132,19,34=46,120000,90
1132,20,34=50,128000,95
1133,1,31=1,0,0
1133,2,31=2,500,6
1133,3,31=3,1000,10
1133,4,31=4,2000,15
1133,5,31=5,4000,20
1133,6,32=6,8000,25
1133,7,32=8,10000,30
1133,8,32=10,12000,35
1133,9,32=12,14000,40
1133,10,32=14,16000,45
1133,11,33=17,32000,50
1133,12,33=20,36000,55
1133,13,33=23,40000,60
1133,14,33=26,44000,65
1133,15,33=30,48000,70
1133,16,34=34,96000,75
1133,17,34=38,104000,80
1133,18,34=42,112000,85
1133,19,34=46,120000,90
1133,20,34=50,128000,95
1134,1,31=1,0,0
1134,2,31=2,500,6
1134,3,31=3,1000,10
1134,4,31=4,2000,15
1134,5,31=5,4000,20
1134,6,32=6,8000,25
1134,7,32=8,10000,30
1134,8,32=10,12000,35
1134,9,32=12,14000,40
1134,10,32=14,16000,45
1134,11,33=17,32000,50
1134,12,33=20,36000,55
1134,13,33=23,40000,60
1134,14,33=26,44000,65
1134,15,33=30,48000,70
1134,16,34=34,96000,75
1134,17,34=38,104000,80
1134,18,34=42,112000,85
1134,19,34=46,120000,90
1134,20,34=50,128000,95
1135,1,31=1,0,0
1135,2,31=2,500,6
1135,3,31=3,1000,10
1135,4,31=4,2000,15
1135,5,31=5,4000,20
1135,6,32=6,8000,25
1135,7,32=8,10000,30
1135,8,32=10,12000,35
1135,9,32=12,14000,40
1135,10,32=14,16000,45
1135,11,33=17,32000,50
1135,12,33=20,36000,55
1135,13,33=23,40000,60
1135,14,33=26,44000,65
1135,15,33=30,48000,70
1135,16,34=34,96000,75
1135,17,34=38,104000,80
1135,18,34=42,112000,85
1135,19,34=46,120000,90
1135,20,34=50,128000,95
1136,1,31=1,0,0
1136,2,31=2,500,6
1136,3,31=3,1000,10
1136,4,31=4,2000,15
1136,5,31=5,4000,20
1136,6,32=6,8000,25
1136,7,32=8,10000,30
1136,8,32=10,12000,35
1136,9,32=12,14000,40
1136,10,32=14,16000,45
1136,11,33=17,32000,50
1136,12,33=20,36000,55
1136,13,33=23,40000,60
1136,14,33=26,44000,65
1136,15,33=30,48000,70
1136,16,34=34,96000,75
1136,17,34=38,104000,80
1136,18,34=42,112000,85
1136,19,34=46,120000,90
1136,20,34=50,128000,95
1137,1,31=1,0,0
1137,2,31=2,500,6
1137,3,31=3,1000,10
1137,4,31=4,2000,15
1137,5,31=5,4000,20
1137,6,32=6,8000,25
1137,7,32=8,10000,30
1137,8,32=10,12000,35
1137,9,32=12,14000,40
1137,10,32=14,16000,45
1137,11,33=17,32000,50
1137,12,33=20,36000,55
1137,13,33=23,40000,60
1137,14,33=26,44000,65
1137,15,33=30,48000,70
1137,16,34=34,96000,75
1137,17,34=38,104000,80
1137,18,34=42,112000,85
1137,19,34=46,120000,90
1137,20,34=50,128000,95
1138,1,31=1,0,0
1138,2,31=2,500,6
1138,3,31=3,1000,10
1138,4,31=4,2000,15
1138,5,31=5,4000,20
1138,6,32=6,8000,25
1138,7,32=8,10000,30
1138,8,32=10,12000,35
1138,9,32=12,14000,40
1138,10,32=14,16000,45
1138,11,33=17,32000,50
1138,12,33=20,36000,55
1138,13,33=23,40000,60
1138,14,33=26,44000,65
1138,15,33=30,48000,70
1138,16,34=34,96000,75
1138,17,34=38,104000,80
1138,18,34=42,112000,85
1138,19,34=46,120000,90
1138,20,34=50,128000,95
1139,1,31=1,0,0
1139,2,31=2,500,6
1139,3,31=3,1000,10
1139,4,31=4,2000,15
1139,5,31=5,4000,20
1139,6,32=6,8000,25
1139,7,32=8,10000,30
1139,8,32=10,12000,35
1139,9,32=12,14000,40
1139,10,32=14,16000,45
1139,11,33=17,32000,50
1139,12,33=20,36000,55
1139,13,33=23,40000,60
1139,14,33=26,44000,65
1139,15,33=30,48000,70
1139,16,34=34,96000,75
1139,17,34=38,104000,80
1139,18,34=42,112000,85
1139,19,34=46,120000,90
1139,20,34=50,128000,95
1140,1,31=1,0,0
1140,2,31=2,500,6
1140,3,31=3,1000,10
1140,4,31=4,2000,15
1140,5,31=5,4000,20
1140,6,32=6,8000,25
1140,7,32=8,10000,30
1140,8,32=10,12000,35
1140,9,32=12,14000,40
1140,10,32=14,16000,45
1140,11,33=17,32000,50
1140,12,33=20,36000,55
1140,13,33=23,40000,60
1140,14,33=26,44000,65
1140,15,33=30,48000,70
1140,16,34=34,96000,75
1140,17,34=38,104000,80
1140,18,34=42,112000,85
1140,19,34=46,120000,90
1140,20,34=50,128000,95
1141,1,31=1,0,0
1141,2,31=2,500,6
1141,3,31=3,1000,10
1141,4,31=4,2000,15
1141,5,31=5,4000,20
1141,6,32=6,8000,25
1141,7,32=8,10000,30
1141,8,32=10,12000,35
1141,9,32=12,14000,40
1141,10,32=14,16000,45
1141,11,33=17,32000,50
1141,12,33=20,36000,55
1141,13,33=23,40000,60
1141,14,33=26,44000,65
1141,15,33=30,48000,70
1141,16,34=34,96000,75
1141,17,34=38,104000,80
1141,18,34=42,112000,85
1141,19,34=46,120000,90
1141,20,34=50,128000,95
1142,1,31=1,0,0
1142,2,31=2,500,6
1142,3,31=3,1000,10
1142,4,31=4,2000,15
1142,5,31=5,4000,20
1142,6,32=6,8000,25
1142,7,32=8,10000,30
1142,8,32=10,12000,35
1142,9,32=12,14000,40
1142,10,32=14,16000,45
1142,11,33=17,32000,50
1142,12,33=20,36000,55
1142,13,33=23,40000,60
1142,14,33=26,44000,65
1142,15,33=30,48000,70
1142,16,34=34,96000,75
1142,17,34=38,104000,80
1142,18,34=42,112000,85
1142,19,34=46,120000,90
1142,20,34=50,128000,95
1143,1,31=1,0,0
1143,2,31=2,500,6
1143,3,31=3,1000,10
1143,4,31=4,2000,15
1143,5,31=5,4000,20
1143,6,32=6,8000,25
1143,7,32=8,10000,30
1143,8,32=10,12000,35
1143,9,32=12,14000,40
1143,10,32=14,16000,45
1143,11,33=17,32000,50
1143,12,33=20,36000,55
1143,13,33=23,40000,60
1143,14,33=26,44000,65
1143,15,33=30,48000,70
1143,16,34=34,96000,75
1143,17,34=38,104000,80
1143,18,34=42,112000,85
1143,19,34=46,120000,90
1143,20,34=50,128000,95
1144,1,31=1,0,0
1144,2,31=2,500,6
1144,3,31=3,1000,10
1144,4,31=4,2000,15
1144,5,31=5,4000,20
1144,6,32=6,8000,25
1144,7,32=8,10000,30
1144,8,32=10,12000,35
1144,9,32=12,14000,40
1144,10,32=14,16000,45
1144,11,33=17,32000,50
1144,12,33=20,36000,55
1144,13,33=23,40000,60
1144,14,33=26,44000,65
1144,15,33=30,48000,70
1144,16,34=34,96000,75
1144,17,34=38,104000,80
1144,18,34=42,112000,85
1144,19,34=46,120000,90
1144,20,34=50,128000,95
1145,1,31=1,0,0
1145,2,31=2,500,6
1145,3,31=3,1000,10
1145,4,31=4,2000,15
1145,5,31=5,4000,20
1145,6,32=6,8000,25
1145,7,32=8,10000,30
1145,8,32=10,12000,35
1145,9,32=12,14000,40
1145,10,32=14,16000,45
1145,11,33=17,32000,50
1145,12,33=20,36000,55
1145,13,33=23,40000,60
1145,14,33=26,44000,65
1145,15,33=30,48000,70
1145,16,34=34,96000,75
1145,17,34=38,104000,80
1145,18,34=42,112000,85
1145,19,34=46,120000,90
1145,20,34=50,128000,95
1146,1,31=1,0,0
1146,2,31=2,500,6
1146,3,31=3,1000,10
1146,4,31=4,2000,15
1146,5,31=5,4000,20
1146,6,32=6,8000,25
1146,7,32=8,10000,30
1146,8,32=10,12000,35
1146,9,32=12,14000,40
1146,10,32=14,16000,45
1146,11,33=17,32000,50
1146,12,33=20,36000,55
1146,13,33=23,40000,60
1146,14,33=26,44000,65
1146,15,33=30,48000,70
1146,16,34=34,96000,75
1146,17,34=38,104000,80
1146,18,34=42,112000,85
1146,19,34=46,120000,90
1146,20,34=50,128000,95
1147,1,31=1,0,0
1147,2,31=2,500,6
1147,3,31=3,1000,10
1147,4,31=4,2000,15
1147,5,31=5,4000,20
1147,6,32=6,8000,25
1147,7,32=8,10000,30
1147,8,32=10,12000,35
1147,9,32=12,14000,40
1147,10,32=14,16000,45
1147,11,33=17,32000,50
1147,12,33=20,36000,55
1147,13,33=23,40000,60
1147,14,33=26,44000,65
1147,15,33=30,48000,70
1147,16,34=34,96000,75
1147,17,34=38,104000,80
1147,18,34=42,112000,85
1147,19,34=46,120000,90
1147,20,34=50,128000,95
1148,1,31=1,0,0
1148,2,31=2,500,6
1148,3,31=3,1000,10
1148,4,31=4,2000,15
1148,5,31=5,4000,20
1148,6,32=6,8000,25
1148,7,32=8,10000,30
1148,8,32=10,12000,35
1148,9,32=12,14000,40
1148,10,32=14,16000,45
1148,11,33=17,32000,50
1148,12,33=20,36000,55
1148,13,33=23,40000,60
1148,14,33=26,44000,65
1148,15,33=30,48000,70
1148,16,34=34,96000,75
1148,17,34=38,104000,80
1148,18,34=42,112000,85
1148,19,34=46,120000,90
1148,20,34=50,128000,95
1149,1,31=1,0,0
1149,2,31=2,500,6
1149,3,31=3,1000,10
1149,4,31=4,2000,15
1149,5,31=5,4000,20
1149,6,32=6,8000,25
1149,7,32=8,10000,30
1149,8,32=10,12000,35
1149,9,32=12,14000,40
1149,10,32=14,16000,45
1149,11,33=17,32000,50
1149,12,33=20,36000,55
1149,13,33=23,40000,60
1149,14,33=26,44000,65
1149,15,33=30,48000,70
1149,16,34=34,96000,75
1149,17,34=38,104000,80
1149,18,34=42,112000,85
1149,19,34=46,120000,90
1149,20,34=50,128000,95
1150,1,31=1,0,0
1150,2,31=2,500,6
1150,3,31=3,1000,10
1150,4,31=4,2000,15
1150,5,31=5,4000,20
1150,6,32=6,8000,25
1150,7,32=8,10000,30
1150,8,32=10,12000,35
1150,9,32=12,14000,40
1150,10,32=14,16000,45
1150,11,33=17,32000,50
1150,12,33=20,36000,55
1150,13,33=23,40000,60
1150,14,33=26,44000,65
1150,15,33=30,48000,70
1150,16,34=34,96000,75
1150,17,34=38,104000,80
1150,18,34=42,112000,85
1150,19,34=46,120000,90
1150,20,34=50,128000,95
1151,1,31=1,0,0
1151,2,31=2,500,6
1151,3,31=3,1000,10
1151,4,31=4,2000,15
1151,5,31=5,4000,20
1151,6,32=6,8000,25
1151,7,32=8,10000,30
1151,8,32=10,12000,35
1151,9,32=12,14000,40
1151,10,32=14,16000,45
1151,11,33=17,32000,50
1151,12,33=20,36000,55
1151,13,33=23,40000,60
1151,14,33=26,44000,65
1151,15,33=30,48000,70
1151,16,34=34,96000,75
1151,17,34=38,104000,80
1151,18,34=42,112000,85
1151,19,34=46,120000,90
1151,20,34=50,128000,95
1152,1,31=1,0,0
1152,2,31=2,500,6
1152,3,31=3,1000,10
1152,4,31=4,2000,15
1152,5,31=5,4000,20
1152,6,32=6,8000,25
1152,7,32=8,10000,30
1152,8,32=10,12000,35
1152,9,32=12,14000,40
1152,10,32=14,16000,45
1152,11,33=17,32000,50
1152,12,33=20,36000,55
1152,13,33=23,40000,60
1152,14,33=26,44000,65
1152,15,33=30,48000,70
1152,16,34=34,96000,75
1152,17,34=38,104000,80
1152,18,34=42,112000,85
1152,19,34=46,120000,90
1152,20,34=50,128000,95
1153,1,31=1,0,0
1153,2,31=2,500,6
1153,3,31=3,1000,10
1153,4,31=4,2000,15
1153,5,31=5,4000,20
1153,6,32=6,8000,25
1153,7,32=8,10000,30
1153,8,32=10,12000,35
1153,9,32=12,14000,40
1153,10,32=14,16000,45
1153,11,33=17,32000,50
1153,12,33=20,36000,55
1153,13,33=23,40000,60
1153,14,33=26,44000,65
1153,15,33=30,48000,70
1153,16,34=34,96000,75
1153,17,34=38,104000,80
1153,18,34=42,112000,85
1153,19,34=46,120000,90
1153,20,34=50,128000,95
1154,1,31=1,0,0
1154,2,31=2,500,6
1154,3,31=3,1000,10
1154,4,31=4,2000,15
1154,5,31=5,4000,20
1154,6,32=6,8000,25
1154,7,32=8,10000,30
1154,8,32=10,12000,35
1154,9,32=12,14000,40
