技能ID,技能名称,技能描述,辅助描述,技能星级,可升等级,消耗,攻击次数,作用范围类型,作用对象,作用中心横坐标,作用对象职业,作用对象阵营,作用对象属性,效果阵营覆盖,阵营覆盖成长,效果职业覆盖,职业覆盖成长,二级属性临时变更,临时变更成长,攻击系数,攻击系数成长,攻击常数,攻击常数成长,中毒系数,中毒系数成长,中毒常数,中毒常数成长,持续时间,伤害次数,无视防御,催眠,催眠成长,吸血百分比,吸血成长,攻击偷取,攻击偷取成长,增加怒气消耗,增加怒气消耗成长,怒气值增加,怒气值增加成长,伤害类型,伤害效果成长,驱散debuff,技能子弹,BUFF ID,技能展示图片,技能音效,技能icon,技能卡牌资源
1314,关平,对前排敌方将领造成%.1f%%基本攻击，且附带%d的暴击。,,,,,1,3,1,1,,,,,,,,3=200,,0.8,0.0194,,,0,0,,,0,0,,0,,,,,,,,,,,,,1314,,,,resource/icon/skill/skill_icon.png,
1315,关平,降低自身部分防御，提升%d%%自身攻击，持续5秒。,,,,,0,1,2,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1315,1159 1053,,,resource/icon/skill/skill_icon.png,
1316,马岱,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1316,,,,resource/icon/skill/skill_icon.png,
1317,马岱,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1317,,,,resource/icon/skill/skill_icon.png,
1318,糜夫人,使攻击最高敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,1,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1318,270,,,resource/icon/skill/skill_icon.png,
1319,糜夫人,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1319,,,,resource/icon/skill/skill_icon.png,
1320,杨修,使攻击最高敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,1,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1320,242,,,resource/icon/skill/skill_icon.png,
1321,杨修,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1321,,,,resource/icon/skill/skill_icon.png,
1322,刚直,对全体敌方将领造成%.1f%%的伤害，但易被格挡。,,,,,1,4,1,,,,,,,,,2=-333,,0.57,0.0138,,,0,0,,,0,0,,0,,,,,,,,,,,,,1322,,,,resource/icon/skill/skill_icon.png,
1323,孔融,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1323,,,,resource/icon/skill/skill_icon.png,
1324,祢衡,使攻击最高敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,1,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1324,243,,,resource/icon/skill/skill_icon.png,
1325,祢衡,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1325,,,,resource/icon/skill/skill_icon.png,
1326,杨仪,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.42,-0.0102,,,0,0,,,0,0,,0,,,,,,,,,,,,,1326,,,,resource/icon/skill/skill_icon.png,
1327,杨仪,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1327,,,,resource/icon/skill/skill_icon.png,
1328,杜氏,使前列敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1328,244,,,resource/icon/skill/skill_icon.png,
1329,杜氏,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1329,,,,resource/icon/skill/skill_icon.png,
1330,樊氏,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.42,-0.0102,,,0,0,,,0,0,,0,,,,,,,,,,,,,1330,,,,resource/icon/skill/skill_icon.png,
1331,樊氏,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1331,,,,resource/icon/skill/skill_icon.png,
1332,蔡氏,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1332,,,,resource/icon/skill/skill_icon.png,
1333,蔡氏,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1333,,,,resource/icon/skill/skill_icon.png,
1334,丁夫人,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1334,,,,resource/icon/skill/skill_icon.png,
1335,丁夫人,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1335,,,,resource/icon/skill/skill_icon.png,
1336,简雍,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1336,,,,resource/icon/skill/skill_icon.png,
1337,简雍,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1337,,,,resource/icon/skill/skill_icon.png,
1338,李典,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1338,,,,resource/icon/skill/skill_icon.png,
1339,李典,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1339,,,,resource/icon/skill/skill_icon.png,
1340,蒋钦,使前列敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1340,271,,,resource/icon/skill/skill_icon.png,
1341,蒋钦,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1341,,,,resource/icon/skill/skill_icon.png,
1342,徐盛,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1342,,,,resource/icon/skill/skill_icon.png,
1343,徐盛,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1343,,,,resource/icon/skill/skill_icon.png,
1344,丁奉,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1344,,,,resource/icon/skill/skill_icon.png,
1345,丁奉,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1345,,,,resource/icon/skill/skill_icon.png,
1346,宋谦,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1346,,,,resource/icon/skill/skill_icon.png,
1347,宋谦,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1347,,,,resource/icon/skill/skill_icon.png,
1348,沙摩柯,对敌方武将造成d%%%攻击的伤害（无视防御），且附带吸血效果。,,,,,1,4,1,1,,,,,,,,0,,1.32,0.032,,,0,0,,,0,0,,0,,24,,,,,,,,,,,1348,,,,resource/icon/skill/skill_icon.png,
1349,沙摩柯,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1349,,,,resource/icon/skill/skill_icon.png,
1350,母仪,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.36,-0.0087,,,0,0,,,0,0,,0,,,,,,,,,,,,,1350,,,,resource/icon/skill/skill_icon.png,
1351,吴国太,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1351,,,,resource/icon/skill/skill_icon.png,
1352,羊徽瑜,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1352,,,,resource/icon/skill/skill_icon.png,
1353,羊徽瑜,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1353,,,,resource/icon/skill/skill_icon.png,
1354,夏侯徽,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1354,,,,resource/icon/skill/skill_icon.png,
1355,夏侯徽,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1355,,,,resource/icon/skill/skill_icon.png,
1356,邹氏,使攻击最高敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,1,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1356,273,,,resource/icon/skill/skill_icon.png,
1357,邹氏,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1357,,,,resource/icon/skill/skill_icon.png,
1358,曹昂,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.42,-0.0102,,,0,0,,,0,0,,0,,,,,,,,,,,,,1358,,,,resource/icon/skill/skill_icon.png,
1359,曹昂,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1359,,,,resource/icon/skill/skill_icon.png,
1360,邓芝,使前排敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,3,1,1,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1360,227,,,resource/icon/skill/skill_icon.png,
1361,邓芝,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1361,,,,resource/icon/skill/skill_icon.png,
1362,刘禅,使全体敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1362,228,,,resource/icon/skill/skill_icon.png,
1363,刘禅,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1363,,,,resource/icon/skill/skill_icon.png,
1364,吕岱,使前排敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,3,1,1,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1364,245,,,resource/icon/skill/skill_icon.png,
1365,吕岱,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1365,,,,resource/icon/skill/skill_icon.png,
1366,潘璋,提升全体己方将领攻击6%%，持续%.1f秒，技能等级越高成功率越高。,,,,,0,4,3,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1366,1054,,,resource/icon/skill/skill_icon.png,
1367,潘璋,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1367,,,,resource/icon/skill/skill_icon.png,
1368,夏侯霸,使全体敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1368,229,,,resource/icon/skill/skill_icon.png,
1369,夏侯霸,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1369,,,,resource/icon/skill/skill_icon.png,
1370,孙乾,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1370,,,,resource/icon/skill/skill_icon.png,
1371,孙乾,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1371,,,,resource/icon/skill/skill_icon.png,
1372,蒋琬,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1372,,,,resource/icon/skill/skill_icon.png,
1373,蒋琬,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1373,,,,resource/icon/skill/skill_icon.png,
1374,钟会,对前列敌方将领造成%.1f%%基本攻击，且附带吸血效果。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,24,,,,,,,,,,,1374,,,,resource/icon/skill/skill_icon.png,
1375,钟会,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1375,,,,resource/icon/skill/skill_icon.png,
1376,廖化,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1376,,,,resource/icon/skill/skill_icon.png,
1377,廖化,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1377,,,,resource/icon/skill/skill_icon.png,
1378,华歆,使前排敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,3,1,1,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1378,230,,,resource/icon/skill/skill_icon.png,
1379,华歆,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1379,,,,resource/icon/skill/skill_icon.png,
1380,文钦,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1380,,,,resource/icon/skill/skill_icon.png,
1381,文钦,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1381,,,,resource/icon/skill/skill_icon.png,
1382,李傕,使前列敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1382,274,,,resource/icon/skill/skill_icon.png,
1383,李傕,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1383,,,,resource/icon/skill/skill_icon.png,
1384,文聘,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1384,,,,resource/icon/skill/skill_icon.png,
1385,文聘,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1385,,,,resource/icon/skill/skill_icon.png,
1386,蔡瑁,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1386,,,,resource/icon/skill/skill_icon.png,
1387,蔡瑁,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1387,,,,resource/icon/skill/skill_icon.png,
1388,韩浩,降低全体敌方将领防御15%%，持续%.1f秒，技能等级越高成功率越高。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1388,157,,,resource/icon/skill/skill_icon.png,
1389,韩浩,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1389,,,,resource/icon/skill/skill_icon.png,
1390,花蔓,对攻击最高的敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,1,,,,,0,,1.32,0.032,,,0,0,,,0,0,,0,,,,,,,,,,,,,1390,,,,resource/icon/skill/skill_icon.png,
1391,花蔓,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1391,,,,resource/icon/skill/skill_icon.png,
1392,吕玲绮,使全体敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1392,246,,,resource/icon/skill/skill_icon.png,
1393,吕玲绮,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1393,,,,resource/icon/skill/skill_icon.png,
1394,太史昭容,降低全体敌方将领攻击6%%，持续%.1f秒，技能等级越高成功率越高。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1394,138,,,resource/icon/skill/skill_icon.png,
1395,太史昭容,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1395,,,,resource/icon/skill/skill_icon.png,
1396,顾雍,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.42,-0.0102,,,0,0,,,0,0,,0,,,,,,,,,,,,,1396,,,,resource/icon/skill/skill_icon.png,
1397,顾雍,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1397,,,,resource/icon/skill/skill_icon.png,
1398,诸葛瑾,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1398,,,,resource/icon/skill/skill_icon.png,
1399,诸葛瑾,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1399,,,,resource/icon/skill/skill_icon.png,
1400,程昱,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1400,,,,resource/icon/skill/skill_icon.png,
1401,程昱,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1401,,,,resource/icon/skill/skill_icon.png,
1402,许攸,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1402,,,,resource/icon/skill/skill_icon.png,
1403,许攸,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1403,,,,resource/icon/skill/skill_icon.png,
1404,李严,对前列敌方将领造成%.1f%%基本攻击，附加%d的爆伤。,,,,,1,2,1,,,,,,,,,4=35,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1404,,,,resource/icon/skill/skill_icon.png,
1405,李严,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1405,,,,resource/icon/skill/skill_icon.png,
1406,文蕊,对最后方敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,4,,,,,,,,0,,1.32,0.032,,,0,0,,,0,0,,0,,,,,,,,,,,,,1406,,,,resource/icon/skill/skill_icon.png,
1407,文蕊,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1407,,,,resource/icon/skill/skill_icon.png,
1408,糜竺,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1408,,,,resource/icon/skill/skill_icon.png,
1409,糜竺,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1409,,,,resource/icon/skill/skill_icon.png,
1410,蒋干,增加%.1f%%己方攻击，并降低己方命中%d。,,,,,0,4,3,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1410,1055 1167,,,resource/icon/skill/skill_icon.png,
1411,蒋干,降低%.1f%%敌方防御，并增加敌方闪避%d。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1411,1160 1168,,,resource/icon/skill/skill_icon.png,
1412,兀突骨,降低全体敌方将领攻击6%%，持续5秒，技能等级越高成功率越高。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1412,140,,,resource/icon/skill/skill_icon.png,
1413,兀突骨,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1413,,,,resource/icon/skill/skill_icon.png,
1414,祖茂,每回合回复自身%.1f%%攻击的血量，持续4回合。,,,,,0,1,2,,,,,,,,,0,,0,0,,,-0.36,-0.0087,,,2000,4,,0,,,,,,,,,,,,,1414,1,,,resource/icon/skill/skill_icon.png,
1415,祖茂,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1415,,,,resource/icon/skill/skill_icon.png,
1416,皇甫嵩,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.33,-0.008,,,0,0,,,0,0,,0,,,,,,,,,,,,,1416,,,,resource/icon/skill/skill_icon.png,
1417,皇甫嵩,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1417,,,,resource/icon/skill/skill_icon.png,
1418,臧霸,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1418,,,,resource/icon/skill/skill_icon.png,
1419,臧霸,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1419,,,,resource/icon/skill/skill_icon.png,
1420,田丰,对前列敌方将领造成%.1f%%基本攻击，容易被格挡。,,,,,1,2,1,,,,,,,,,2=-333,,1.32,0.032,,,0,0,,,0,0,,0,,,,,,,,,,,,,1420,,,,resource/icon/skill/skill_icon.png,
1421,田丰,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1421,,,,resource/icon/skill/skill_icon.png,
1422,沮授,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1422,,,,resource/icon/skill/skill_icon.png,
1423,沮授,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1423,,,,resource/icon/skill/skill_icon.png,
1424,刘表,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1424,,,,resource/icon/skill/skill_icon.png,
1425,刘表,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1425,,,,resource/icon/skill/skill_icon.png,
1426,严颜,降低全体敌方将领防御%.1f%%，持续5秒，技能等级越高成功率越高。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1426,158,,,resource/icon/skill/skill_icon.png,
1427,严颜,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1427,,,,resource/icon/skill/skill_icon.png,
1428,陶谦,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1428,,,,resource/icon/skill/skill_icon.png,
1429,陶谦,自身防御提升提升%.1f%%，自身攻击降低%.1f%%，持续8秒。,,,,,0,1,2,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1429,1075 1141,,,resource/icon/skill/skill_icon.png,
1430,白绕,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1430,,,,resource/icon/skill/skill_icon.png,
1431,白绕,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1431,,,,resource/icon/skill/skill_icon.png,
1432,严白虎,对前列敌方将领造成%.1f%%基本攻击，且附带吸血效果。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1432,,,,resource/icon/skill/skill_icon.png,
1433,严白虎,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1433,,,,resource/icon/skill/skill_icon.png,
1434,王朗,对前列敌方将领造成%.1f%%基本攻击，附带98命中。,,,,,1,2,1,,,,,,,,,1=98,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1434,,,,resource/icon/skill/skill_icon.png,
1435,舌战,以对自身造成100%%攻击的伤害（无视防御）换取提升自身%d%%攻击。,,,,,1,1,2,,,,,,,,,0,,1,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1435,1056,,,resource/icon/skill/skill_icon.png,
1436,行医,己方生命最低武将每回合回复%.1f%%攻击的血量，持续4回合。,,,,,0,4,3,,,,2,,,,,0,,0,0,,,-0.24,-0.0058,,,2000,4,,0,,,,,,,,,,,,,1436,1,,,resource/icon/skill/skill_icon.png,
1437,曹节,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1437,,,,resource/icon/skill/skill_icon.png,
1438,陈琳,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1438,,,,resource/icon/skill/skill_icon.png,
1439,张松,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1439,,,,resource/icon/skill/skill_icon.png,
1440,孙翊,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1440,,,,resource/icon/skill/skill_icon.png,
1441,孙韶,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1441,,,,resource/icon/skill/skill_icon.png,
1442,陈表,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1442,,,,resource/icon/skill/skill_icon.png,
1443,董允,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1443,,,,resource/icon/skill/skill_icon.png,
1444,张梁,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1444,,,,resource/icon/skill/skill_icon.png,
1445,韩德,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1445,,,,resource/icon/skill/skill_icon.png,
